GHO;DATASOURCE;PUBLISHSTATE;YEAR;REGION;COUNTRY;SEX;Display Value;Numeric;Low;High;StdErr;StdDev;Comments;ATTR_ENDPOINT
SA_0000001786;SA_0000001786_SWZ;PUBLISHED;2003;AFR;SWZ;BTSX;16.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SWZ;PUBLISHED;2003;AFR;SWZ;MLE;19.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_THA;PUBLISHED;2008;SEAR;THA;FMLE;10.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TON;PUBLISHED;2010;WPR;TON;BTSX;16.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_URY;PUBLISHED;2012;AMR;URY;FMLE;43.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_VUT;PUBLISHED;2011;WPR;VUT;BTSX;8.3;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_GHA;PUBLISHED;2007;AFR;GHA;FMLE;29.3;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_GUY;PUBLISHED;2004;AMR;GUY;FMLE;25.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TTO;PUBLISHED;2007;AMR;TTO;MLE;39.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TTO;PUBLISHED;2007;AMR;TTO;FMLE;42.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BEN;PUBLISHED;2016;AFR;BEN;FMLE;42.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BTN;PUBLISHED;2016;SEAR;BTN;BTSX;18.2;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_DOM;PUBLISHED;2016;AMR;DOM;FMLE;40.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_FJI;PUBLISHED;2016;WPR;FJI;BTSX;12.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LAO;PUBLISHED;2015;WPR;LAO;FMLE;20.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LBN;PUBLISHED;2017;EMR;LBN;BTSX;17.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MMR;PUBLISHED;2016;SEAR;MMR;MLE;6.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MMR;PUBLISHED;2016;SEAR;MMR;FMLE;1.3;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SLE;PUBLISHED;2017;AFR;SLE;MLE;11.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SLE;PUBLISHED;2017;AFR;SLE;FMLE;8.2;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TON;PUBLISHED;2017;WPR;TON;MLE;15.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TON;PUBLISHED;2017;WPR;TON;FMLE;5.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_ARG;PUBLISHED;2012;AMR;ARG;MLE;49.3;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_ARG;PUBLISHED;2012;AMR;ARG;FMLE;50.7;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_CRI;PUBLISHED;2009;AMR;CRI;MLE;23.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_DMA;PUBLISHED;2009;AMR;DMA;MLE;54.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_GRD;PUBLISHED;2008;AMR;GRD;BTSX;45.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_GRD;PUBLISHED;2008;AMR;GRD;MLE;49.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_JAM;PUBLISHED;2010;AMR;JAM;BTSX;52.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_JAM;PUBLISHED;2010;AMR;JAM;MLE;57.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MWI;PUBLISHED;2009;AFR;MWI;BTSX;3.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MYS;PUBLISHED;2012;WPR;MYS;BTSX;7.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MNG;PUBLISHED;2013;WPR;MNG;BTSX;4.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_NRU;PUBLISHED;2011;WPR;NRU;FMLE;17.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_NIU;PUBLISHED;2010;WPR;NIU;BTSX;23.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LCA;PUBLISHED;2007;AMR;LCA;FMLE;52.2;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_VCT;PUBLISHED;2007;AMR;VCT;FMLE;53.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SUR;PUBLISHED;2009;AMR;SUR;MLE;35.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SUR;PUBLISHED;2009;AMR;SUR;FMLE;30.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TON;PUBLISHED;2010;WPR;TON;MLE;14.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TON;PUBLISHED;2010;WPR;TON;FMLE;17.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_URY;PUBLISHED;2012;AMR;URY;MLE;47.2;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_VUT;PUBLISHED;2011;WPR;VUT;MLE;10.3;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_GUY;PUBLISHED;2004;AMR;GUY;BTSX;35.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_GUY;PUBLISHED;2004;AMR;GUY;MLE;46.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TTO;PUBLISHED;2007;AMR;TTO;BTSX;41.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_URY;PUBLISHED;2006;AMR;URY;BTSX;59.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_URY;PUBLISHED;2006;AMR;URY;MLE;62.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BTN;PUBLISHED;2016;SEAR;BTN;MLE;26.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BTN;PUBLISHED;2016;SEAR;BTN;FMLE;11.7;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_DOM;PUBLISHED;2016;AMR;DOM;MLE;35.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_FJI;PUBLISHED;2016;WPR;FJI;MLE;15.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LAO;PUBLISHED;2015;WPR;LAO;BTSX;19.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LAO;PUBLISHED;2015;WPR;LAO;MLE;18.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_NAM;PUBLISHED;2013;AFR;NAM;BTSX;23.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_NAM;PUBLISHED;2013;AFR;NAM;MLE;26.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SLE;PUBLISHED;2017;AFR;SLE;BTSX;10.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LKA;PUBLISHED;2016;SEAR;LKA;BTSX;2.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TON;PUBLISHED;2017;WPR;TON;BTSX;10.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_ARG;PUBLISHED;2012;AMR;ARG;BTSX;50.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_DOM;PUBLISHED;2016;AMR;DOM;BTSX;38.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_PHL;PUBLISHED;2007;WPR;PHL;FMLE;12.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MOZ;PUBLISHED;2017;AFR;MOZ;BTSX;9.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MOZ;PUBLISHED;2017;AFR;MOZ;FMLE;9.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_PHL;PUBLISHED;2007;WPR;PHL;BTSX;15.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_VNM;PUBLISHED;2013;WPR;VNM;MLE;21.7;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TLS;PUBLISHED;2015;SEAR;TLS;MLE;14.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_VUT;PUBLISHED;2011;WPR;VUT;FMLE;5.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_URY;PUBLISHED;2012;AMR;URY;BTSX;45.2;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_NAM;PUBLISHED;2004;AFR;NAM;MLE;35.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MMR;PUBLISHED;2007;SEAR;MMR;FMLE;0.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MDV;PUBLISHED;2009;SEAR;MDV;BTSX;4.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MYS;PUBLISHED;2012;WPR;MYS;MLE;9.3;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LBN;PUBLISHED;2011;EMR;LBN;FMLE;21.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LBN;PUBLISHED;2011;EMR;LBN;BTSX;28.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_GTM;PUBLISHED;2009;AMR;GTM;FMLE;14.2;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_GTM;PUBLISHED;2009;AMR;GTM;BTSX;16.2;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_GHA;PUBLISHED;2012;AFR;GHA;MLE;18.3;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_KHM;PUBLISHED;2013;WPR;KHM;BTSX;5.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BRN;PUBLISHED;2014;WPR;BRN;MLE;4.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BWA;PUBLISHED;2005;AFR;BWA;BTSX;20.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BOL;PUBLISHED;2012;AMR;BOL;MLE;16.3;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_FJI;PUBLISHED;2016;WPR;FJI;FMLE;9.3;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_NPL;PUBLISHED;2015;SEAR;NPL;BTSX;4.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_NPL;PUBLISHED;2015;SEAR;NPL;FMLE;3.7;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TTO;PUBLISHED;2017;AMR;TTO;MLE;27.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TUV;PUBLISHED;2013;WPR;TUV;BTSX;13.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SYR;PUBLISHED;2010;EMR;SYR;FMLE;3.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SYR;PUBLISHED;2010;EMR;SYR;BTSX;7.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SLB;PUBLISHED;2011;WPR;SLB;FMLE;13.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SLB;PUBLISHED;2011;WPR;SLB;BTSX;18.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_PER;PUBLISHED;2010;AMR;PER;MLE;28.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_ATG;PUBLISHED;2009;AMR;ATG;FMLE;45.7;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BLZ;PUBLISHED;2011;AMR;BLZ;MLE;29.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BOL;PUBLISHED;2012;AMR;BOL;FMLE;13.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BRN;PUBLISHED;2014;WPR;BRN;BTSX;3.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_COK;PUBLISHED;2011;WPR;COK;FMLE;28.7;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SLV;PUBLISHED;2013;AMR;SLV;BTSX;18.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_HND;PUBLISHED;2012;AMR;HND;MLE;12.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_JAM;PUBLISHED;2010;AMR;JAM;FMLE;47.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LBN;PUBLISHED;2011;EMR;LBN;MLE;36.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MYS;PUBLISHED;2012;WPR;MYS;FMLE;5.7;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MUS;PUBLISHED;2011;AFR;MUS;BTSX;25.2;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_NAM;PUBLISHED;2004;AFR;NAM;BTSX;32.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_NIU;PUBLISHED;2010;WPR;NIU;MLE;35.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LCA;PUBLISHED;2007;AMR;LCA;BTSX;55.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_WSM;PUBLISHED;2011;WPR;WSM;MLE;43.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SYC;PUBLISHED;2007;AFR;SYC;FMLE;61.2;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SUR;PUBLISHED;2009;AMR;SUR;BTSX;32.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SYR;PUBLISHED;2010;EMR;SYR;MLE;11.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MKD;PUBLISHED;2007;EUR;MKD;FMLE;30.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TTO;PUBLISHED;2011;AMR;TTO;MLE;38.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_VNM;PUBLISHED;2013;WPR;VNM;BTSX;15.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_ARG;PUBLISHED;2007;AMR;ARG;MLE;55.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MUS;PUBLISHED;2007;AFR;MUS;BTSX;17.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_PHL;PUBLISHED;2007;WPR;PHL;MLE;19.6;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_URY;PUBLISHED;2006;AMR;URY;FMLE;57.7;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_ARG;PUBLISHED;2007;AMR;ARG;FMLE;49.0;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_BGD;PUBLISHED;2014;SEAR;BGD;FMLE;0.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_CHL;PUBLISHED;2013;AMR;CHL;BTSX;26.7;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_COK;PUBLISHED;2010;WPR;COK;MLE;29.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_IDN;PUBLISHED;2015;SEAR;IDN;MLE;6.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_JAM;PUBLISHED;2017;AMR;JAM;FMLE;36.1;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LBR;PUBLISHED;2017;AFR;LBR;BTSX;14.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_MOZ;PUBLISHED;2017;AFR;MOZ;MLE;9.9;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_NAM;PUBLISHED;2013;AFR;NAM;FMLE;21.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_PRY;PUBLISHED;2017;AMR;PRY;BTSX;28.5;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_SYC;PUBLISHED;2015;AFR;SYC;MLE;46.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_LKA;PUBLISHED;2016;SEAR;LKA;FMLE;0.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_TTO;PUBLISHED;2017;AMR;TTO;FMLE;31.8;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
SA_0000001786;SA_0000001786_VUT;PUBLISHED;2016;WPR;VUT;BTSX;12.4;;;;;;;http://apps.who.int/gho/athena/api/GHO/SA_0000001786.csv
