GHO;PUBLISHSTATE;YEAR;REGION;WORLDBANKINCOMEGROUP;COUNTRY;SEX;Display Value;Numeric;Low;High;StdErr;StdDev;Comments;ATTR_ENDPOINT
SDGPOISON;PUBLISHED;2005;AFR;;GIN;MLE;3.5 [1.3-8.0];3.47998;1.32836;7.96023;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;AFR;;GIN;BTSX;2.8 [1.1-6.2];2.78737;1.09328;6.2417;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;AFR;;GIN;MLE;3.6 [1.5-7.9];3.64094;1.49542;7.93743;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;GIN;MLE;3.6 [1.4-8.0];3.58714;1.41735;7.97555;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;GIN;BTSX;2.7 [1.0-6.1];2.72812;1.04905;6.05878;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;GIN;BTSX;2.7 [1.1-6.1];2.74766;1.06432;6.13669;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;GIN;BTSX;2.7 [1.0-6.1];2.69372;1.01448;6.08218;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;GIN;FMLE;2.1 [0.8-4.5];2.0574;0.76191;4.51567;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;GIN;MLE;3.5 [1.4-8.0];3.54083;1.38591;7.97854;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;AFR;;GIN;MLE;3.4 [1.3-7.5];3.40495;1.3428;7.52161;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;AFR;;GIN;MLE;3.7 [1.5-8.1];3.65698;1.50122;8.11689;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;GIN;FMLE;2.1 [0.8-4.6];2.056;0.75394;4.55306;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;GIN;MLE;3.5 [1.4-7.7];3.45405;1.36779;7.68507;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;GIN;FMLE;2.0 [0.7-4.4];1.97708;0.7319;4.4472;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;GIN;MLE;3.6 [1.4-8.0];3.58358;1.4485;8.03544;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;AFR;;GIN;BTSX;2.7 [1.1-6.1];2.70855;1.07005;6.11657;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;AFR;;GIN;BTSX;2.6 [1.0-5.9];2.62433;1.02056;5.87378;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;GIN;FMLE;1.9 [0.7-4.4];1.93988;0.74083;4.37825;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;AFR;;GIN;MLE;3.0 [1.2-6.6];2.96763;1.18433;6.58709;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;AFR;;GIN;BTSX;2.7 [1.0-6.0];2.71591;1.02095;6.02956;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;AFR;;GMB;FMLE;1.9 [0.7-4.9];1.91828;0.6885;4.88358;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;AFR;;GMB;FMLE;2.2 [0.8-5.2];2.23841;0.80302;5.17413;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;AFR;;GMB;FMLE;1.5 [0.5-4.0];1.49918;0.49975;4.01704;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;AFR;;GMB;MLE;3.4 [1.5-6.7];3.43294;1.46508;6.72762;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;AFR;;GMB;BTSX;2.5 [0.9-5.7];2.46199;0.94574;5.65191;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;GMB;FMLE;2.1 [0.7-5.1];2.06909;0.72989;5.10218;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;AFR;;GMB;MLE;3.2 [1.3-6.6];3.15072;1.26299;6.62733;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;AFR;;GMB;FMLE;1.7 [0.6-4.4];1.69262;0.58455;4.43867;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;GMB;MLE;3.8 [1.6-7.4];3.76543;1.6453;7.37707;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;AFR;;GMB;BTSX;2.4 [0.9-5.5];2.39481;0.90836;5.5053;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;AFR;;GMB;BTSX;3.3 [1.3-7.1];3.29613;1.28883;7.11317;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;GMB;BTSX;2.9 [1.2-6.2];2.91273;1.1917;6.19274;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;AFR;;GMB;FMLE;1.8 [0.6-4.7];1.78374;0.63331;4.69133;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;GMB;BTSX;2.6 [1.0-5.8];2.58;0.99577;5.84705;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;AFR;;GMB;BTSX;2.6 [1.0-5.7];2.5614;1.00787;5.69585;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;AFR;;GMB;BTSX;1.8 [0.7-4.3];1.79575;0.65748;4.28777;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;GMB;FMLE;1.9 [0.7-4.9];1.87478;0.6606;4.88047;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;AFR;;GMB;MLE;2.7 [1.1-5.7];2.68894;1.06796;5.74735;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;GMB;FMLE;2.2 [0.8-5.1];2.18696;0.78431;5.12445;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;AFR;;GMB;MLE;3.1 [1.2-6.4];3.05159;1.21414;6.44872;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;AFR;;GMB;BTSX;2.3 [0.9-5.4];2.33778;0.88384;5.4271;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;AFR;;GMB;FMLE;1.7 [0.6-4.6];1.74813;0.60729;4.57639;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;AFR;;GMB;FMLE;1.3 [0.4-3.6];1.33661;0.44879;3.59828;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;GMB;MLE;3.3 [1.3-6.8];3.29596;1.33604;6.82836;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;AFR;;GMB;BTSX;2.1 [0.8-4.9];2.08933;0.7816;4.87532;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;AFR;;GMB;MLE;3.0 [1.2-6.4];2.99312;1.18785;6.43113;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;GMB;BTSX;3.1 [1.3-6.5];3.07191;1.25801;6.50267;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;AFR;;GMB;MLE;2.8 [1.1-6.2];2.84368;1.12469;6.21451;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;GMB;BTSX;2.7 [1.1-5.9];2.73916;1.10463;5.8914;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;AFR;;GMB;BTSX;3.3 [1.3-7.0];3.26906;1.2897;7.0464;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;AFR;;GMB;FMLE;1.9 [0.7-4.7];1.86134;0.66485;4.69487;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;AFR;;GMB;BTSX;1.9 [0.7-4.4];1.88756;0.70655;4.41886;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;GMB;MLE;3.6 [1.6-7.1];3.63845;1.55407;7.0656;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;AFR;;GMB;MLE;4.2 [1.8-8.4];4.24163;1.79718;8.44916;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;GMB;FMLE;2.1 [0.7-5.0];2.07091;0.74388;5.02353;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;AFR;;GMB;BTSX;2.6 [1.0-5.7];2.58422;1.03329;5.68703;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;AFR;;GMB;FMLE;2.3 [0.8-5.5];2.29927;0.8298;5.48422;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;AFR;;GMB;BTSX;2.7 [1.1-5.8];2.67019;1.07401;5.79901;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;GMB;FMLE;1.4 [0.5-3.8];1.40677;0.47941;3.76248;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;AFR;;GMB;MLE;4.1 [1.8-8.3];4.13317;1.79044;8.25381;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;AFR;;GMB;FMLE;2.3 [0.8-5.5];2.28646;0.81125;5.47104;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;GMB;BTSX;2.8 [1.1-6.1];2.8485;1.13921;6.07729;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;AFR;;GMB;BTSX;3.2 [1.3-6.7];3.18042;1.29393;6.70524;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;GMB;MLE;3.5 [1.5-6.9];3.51013;1.50729;6.86313;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;AFR;;GMB;FMLE;1.3 [0.4-3.5];1.26065;0.40667;3.53659;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;AFR;;GMB;MLE;4.3 [1.8-8.6];4.26077;1.7726;8.63639;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;GMB;MLE;4.0 [1.7-7.9];3.96767;1.7375;7.89773;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;GMB;MLE;2.6 [1.0-5.4];2.58368;1.03054;5.43762;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;GMB;FMLE;2.0 [0.7-4.9];1.97884;0.70753;4.9331;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;AFR;;GMB;MLE;2.4 [1.0-5.3];2.44745;0.9685;5.25275;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;GMB;BTSX;2.0 [0.8-4.6];1.99052;0.75277;4.59335;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;AFR;;GMB;FMLE;2.3 [0.8-5.5];2.28759;0.82194;5.51925;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;AFR;;GMB;MLE;4.3 [1.8-8.7];4.31262;1.7594;8.71965;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;AFR;;GMB;FMLE;1.9 [0.7-4.8];1.85983;0.66106;4.78226;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;AFR;;GMB;BTSX;2.2 [0.8-5.2];2.2161;0.83406;5.19325;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;AFR;;GMB;MLE;2.3 [0.9-5.1];2.33956;0.91237;5.05119;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;AFR;;GMB;MLE;3.3 [1.4-6.6];3.27351;1.35989;6.62314;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;AFR;;GMB;MLE;3.3 [1.4-6.7];3.31774;1.40715;6.6938;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;AFR;;GMB;FMLE;1.6 [0.5-4.2];1.59835;0.54798;4.18799;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;AFR;;GMB;BTSX;3.3 [1.3-7.0];3.2654;1.31097;6.95898;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;AFR;;GNB;FMLE;2.0 [0.8-4.5];2.04408;0.77413;4.46846;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;AFR;;GNB;MLE;4.1 [1.6-8.7];4.06413;1.63975;8.72746;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;AFR;;GNB;MLE;3.6 [1.4-7.7];3.57818;1.4264;7.74047;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;AFR;;GNB;FMLE;1.7 [0.6-4.1];1.67737;0.58059;4.06438;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;AFR;;GNB;BTSX;3.0 [1.2-6.4];2.97871;1.17029;6.40652;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;AFR;;GNB;FMLE;2.1 [0.8-4.6];2.09402;0.80923;4.61424;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;AFR;;GNB;BTSX;2.2 [0.9-5.0];2.22729;0.85464;5.02296;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;AFR;;GNB;BTSX;3.5 [1.4-7.3];3.4534;1.39267;7.3393;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;AFR;;GNB;MLE;3.6 [1.4-7.9];3.63001;1.44969;7.90273;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;AFR;;GNB;BTSX;3.4 [1.4-7.2];3.35716;1.37035;7.18019;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;GNB;MLE;4.2 [1.7-9.1];4.18601;1.69835;9.0697;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;AFR;;GNB;MLE;3.7 [1.6-7.7];3.69334;1.56998;7.69202;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;GNB;FMLE;1.9 [0.7-4.3];1.92069;0.72175;4.25701;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;GNB;BTSX;2.8 [1.1-6.1];2.81374;1.10858;6.09388;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;AFR;;GNB;MLE;3.9 [1.6-8.3];3.90452;1.55795;8.31942;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;GNB;FMLE;1.7 [0.6-3.6];1.65583;0.64542;3.61795;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;GNB;BTSX;3.1 [1.2-6.6];3.06306;1.22101;6.60643;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;AFR;;GNB;MLE;4.7 [2.0-10.0];4.73565;1.98029;10.00833;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;GNB;MLE;4.3 [1.7-9.2];4.26472;1.73094;9.23542;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;AFR;;GNB;FMLE;2.0 [0.7-4.3];1.96065;0.72926;4.29838;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;AFR;;GNB;FMLE;1.7 [0.6-4.0];1.69319;0.59887;4.03756;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;AFR;;GNB;MLE;3.4 [1.3-7.3];3.3559;1.32717;7.30994;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;AFR;;GNB;FMLE;1.7 [0.6-4.2];1.73076;0.61482;4.18652;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;AFR;;GNB;BTSX;2.4 [0.9-5.6];2.38916;0.87923;5.58209;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;AFR;;GNB;BTSX;3.0 [1.2-6.5];3.02114;1.19281;6.52845;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;GNB;MLE;3.8 [1.6-7.9];3.78743;1.62421;7.88748;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;AFR;;GNB;MLE;4.0 [1.6-8.5];4.01561;1.61728;8.53877;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;AFR;;GNB;FMLE;1.5 [0.6-3.3];1.50403;0.59391;3.2619;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;GNB;MLE;3.1 [1.2-7.1];3.11632;1.19548;7.08356;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;AFR;;GNB;FMLE;2.2 [0.8-4.8];2.19391;0.8393;4.79065;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;GNB;BTSX;3.1 [1.2-6.8];3.13905;1.23584;6.84924;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;GNB;MLE;3.8 [1.5-8.0];3.76129;1.51901;8.04283;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;AFR;;GNB;BTSX;2.4 [0.9-5.6];2.4368;0.90967;5.62707;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;AFR;;GNB;FMLE;1.5 [0.6-3.6];1.53682;0.56849;3.61568;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;AFR;;GNB;MLE;4.8 [2.0-10.1];4.80015;1.98438;10.06454;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;GNB;BTSX;3.1 [1.2-6.7];3.09128;1.21275;6.72632;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;AFR;;GNB;FMLE;2.1 [0.8-4.5];2.06668;0.79936;4.53261;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;GNB;BTSX;2.7 [1.1-5.7];2.68431;1.11768;5.67797;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;AFR;;GNB;FMLE;2.0 [0.8-4.4];2.00527;0.75065;4.40476;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;GNB;FMLE;2.1 [0.8-4.6];2.08942;0.77418;4.62425;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;GNB;BTSX;2.4 [0.9-5.5];2.38487;0.88746;5.51813;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;GNB;FMLE;2.1 [0.8-4.5];2.06626;0.78104;4.51927;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;AFR;;GNB;BTSX;2.7 [1.1-5.9];2.7099;1.06057;5.92624;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;GNB;MLE;4.1 [1.7-8.8];4.12933;1.69163;8.83905;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;GNB;FMLE;1.7 [0.6-4.0];1.68813;0.59405;4.02696;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;AFR;;GNB;BTSX;2.9 [1.1-6.2];2.9029;1.13095;6.24749;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;AFR;;GNB;BTSX;2.5 [1.0-5.6];2.53308;0.97538;5.60349;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;AFR;;GNB;BTSX;2.6 [1.1-5.4];2.56071;1.06502;5.40012;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;AFR;;GNB;MLE;3.0 [1.2-6.5];2.95484;1.15614;6.50579;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;AFR;;GNB;FMLE;1.8 [0.7-4.1];1.84119;0.6932;4.06015;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;AFR;;GNB;MLE;3.0 [1.1-7.0];2.99402;1.11154;7.04038;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;AFR;;GNB;FMLE;1.8 [0.7-4.1];1.82669;0.67376;4.11651;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;GNB;FMLE;2.1 [0.8-4.5];2.06953;0.75953;4.53915;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;AFR;;GNB;BTSX;2.3 [0.8-5.5];2.32089;0.8401;5.51893;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;AFR;;GNB;MLE;3.2 [1.2-7.1];3.17939;1.21979;7.14218;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;AFR;;GNB;FMLE;1.8 [0.6-4.0];1.75357;0.64211;3.98687;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;AFR;;GNB;MLE;4.6 [1.9-9.7];4.57032;1.89357;9.65655;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;AFR;;GNB;MLE;3.1 [1.2-7.2];3.11844;1.17301;7.20056;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;AFR;;GNB;BTSX;2.7 [1.0-5.9];2.67801;1.03959;5.87796;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;AFR;;GNB;BTSX;3.3 [1.3-7.0];3.28994;1.33291;7.0494;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;AFR;;GNQ;BTSX;2.9 [1.1-6.2];2.92103;1.10277;6.24321;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;GNQ;BTSX;2.2 [0.8-4.8];2.18978;0.80437;4.7763;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;GNQ;FMLE;1.9 [0.6-4.4];1.89539;0.63476;4.35559;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;GNQ;BTSX;2.1 [0.8-4.6];2.06498;0.75219;4.5826;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;GNQ;MLE;2.3 [0.8-5.2];2.29632;0.82784;5.15588;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
