GHO;PUBLISHSTATE;YEAR;REGION;WORLDBANKINCOMEGROUP;COUNTRY;SEX;Display Value;Numeric;Low;High;StdErr;StdDev;Comments;ATTR_ENDPOINT
SDGPOISON;PUBLISHED;2011;EMR;;AFG;MLE;0.5 [0.2-1.1];0.53958;0.21708;1.1433;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;EMR;;AFG;BTSX;2.4 [1.0-5.1];2.43996;0.95454;5.08542;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;EMR;;AFG;MLE;0.6 [0.2-1.2];0.58775;0.23687;1.24174;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;EMR;;AFG;FMLE;3.8 [1.6-7.8];3.81916;1.55065;7.84038;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;EMR;;AFG;MLE;0.9 [0.3-1.9];0.9002;0.34152;1.91334;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;EMR;;AFG;BTSX;1.5 [0.6-3.0];1.45651;0.59085;2.97011;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;EMR;;AFG;BTSX;2.3 [0.9-4.7];2.26021;0.9087;4.65819;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;EMR;;AFG;MLE;0.6 [0.2-1.3];0.6175;0.24895;1.30127;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;EMR;;AFG;MLE;0.7 [0.3-1.4];0.6514;0.26049;1.3622;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;EMR;;AFG;FMLE;1.6 [0.7-3.2];1.63855;0.7026;3.19248;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;EMR;;AFG;MLE;0.3 [0.1-0.6];0.29637;0.12364;0.62128;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;EMR;;AFG;MLE;0.7 [0.3-1.4];0.67077;0.26601;1.39743;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;EMR;;AFG;BTSX;2.1 [0.8-4.4];2.10201;0.78648;4.43885;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;EMR;;AFG;BTSX;1.8 [0.7-3.7];1.79878;0.7422;3.67699;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;EMR;;AFG;MLE;0.5 [0.2-1.0];0.48115;0.19256;1.00479;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;EMR;;AFG;FMLE;3.9 [1.5-8.3];3.88567;1.45052;8.2591;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;EMR;;AFG;FMLE;2.5 [1.0-5.0];2.49326;1.01499;5.04733;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;EMR;;AFG;BTSX;1.9 [0.8-3.8];1.88593;0.77153;3.8407;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;EMR;;AFG;FMLE;1.7 [0.7-3.3];1.71301;0.73396;3.34327;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;EMR;;AFG;BTSX;2.0 [0.7-4.2];1.97755;0.74753;4.1551;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;EMR;;AFG;BTSX;0.9 [0.4-1.8];0.9377;0.40189;1.83949;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;EMR;;AFG;BTSX;1.6 [0.7-3.3];1.61863;0.66027;3.32904;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;EMR;;AFG;MLE;0.5 [0.2-1.0];0.4723;0.1882;0.99816;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;EMR;;AFG;MLE;0.4 [0.2-0.8];0.38319;0.15485;0.82042;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;EMR;;AFG;MLE;0.7 [0.3-1.4];0.66078;0.26422;1.36247;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;EMR;;AFG;BTSX;1.9 [0.8-3.9];1.90152;0.78013;3.89489;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;EMR;;AFG;FMLE;2.9 [1.2-5.9];2.92759;1.20828;5.8827;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;EMR;;AFG;FMLE;3.2 [1.3-6.6];3.21555;1.3265;6.57689;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;EMR;;AFG;FMLE;4.1 [1.6-8.5];4.1155;1.6199;8.53781;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;EMR;;AFG;MLE;0.4 [0.1-0.8];0.35041;0.14139;0.75056;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;EMR;;AFG;FMLE;3.6 [1.3-7.5];3.55711;1.33867;7.47616;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;EMR;;AFG;MLE;0.3 [0.1-0.6];0.27408;0.11716;0.55837;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;EMR;;AFG;BTSX;1.0 [0.4-1.9];0.97781;0.41762;1.9255;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;EMR;;AFG;BTSX;2.5 [1.0-5.2];2.50087;0.96106;5.23339;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;EMR;;AFG;FMLE;2.5 [1.0-5.2];2.52457;1.03158;5.16047;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;EMR;;AFG;MLE;0.9 [0.3-1.8];0.86953;0.33093;1.84961;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;EMR;;AFG;MLE;0.7 [0.3-1.6];0.72846;0.26523;1.57176;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;EMR;;AFG;FMLE;3.2 [1.3-6.5];3.18715;1.31018;6.45311;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;EMR;;AFG;FMLE;3.0 [1.3-6.2];3.03919;1.26014;6.17162;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;EMR;;AFG;MLE;0.8 [0.3-1.7];0.79841;0.30675;1.67431;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;EMR;;AFG;BTSX;2.3 [0.9-4.9];2.31225;0.86025;4.9148;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;EMR;;AFG;BTSX;1.5 [0.6-3.0];1.47767;0.60173;3.0314;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;EMR;;AFG;BTSX;1.1 [0.4-2.1];1.06684;0.44639;2.1325;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;EMR;;AFG;BTSX;1.1 [0.5-2.2];1.10565;0.45621;2.23021;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;EMR;;AFG;MLE;0.3 [0.1-0.7];0.32131;0.13301;0.67564;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;EMR;;AFG;FMLE;1.9 [0.8-3.8];1.90402;0.78902;3.79439;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;EMR;;AFG;FMLE;3.3 [1.3-7.0];3.34877;1.27125;6.99854;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;EMR;;AFG;MLE;0.7 [0.3-1.5];0.68384;0.25342;1.47241;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;EMR;;AFG;BTSX;1.7 [0.7-3.5];1.73017;0.71116;3.50768;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;EMR;;AFG;FMLE;3.3 [1.3-6.7];3.26778;1.34757;6.66166;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;EMR;;AFG;FMLE;2.8 [1.1-5.6];2.75003;1.12497;5.62083;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;EMR;;AFG;FMLE;4.2 [1.6-8.8];4.20601;1.62105;8.77014;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;EMR;;AFG;FMLE;1.8 [0.7-3.5];1.75946;0.73673;3.51313;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;EMR;;AFG;BTSX;1.0 [0.4-2.0];1.00834;0.42199;2.02852;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;EMR;;AFG;MLE;0.3 [0.1-0.6];0.28268;0.11852;0.58499;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;EMR;;AFG;FMLE;2.1 [0.9-4.2];2.1316;0.88497;4.24334;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;EMR;;AFG;BTSX;1.2 [0.5-2.5];1.23364;0.50999;2.48537;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;EMR;;AFG;BTSX;1.9 [0.8-3.9];1.92925;0.79012;3.94841;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;EMR;;AFG;FMLE;1.9 [0.8-3.7];1.8551;0.77773;3.67285;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;EMR;;AFG;MLE;0.8 [0.3-1.8];0.8312;0.30464;1.76682;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;AGO;BTSX;2.8 [1.2-5.7];2.78248;1.1548;5.66725;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;AFR;;AGO;FMLE;1.6 [0.6-3.4];1.58094;0.60219;3.44886;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;AFR;;AGO;BTSX;3.0 [1.2-6.0];2.99167;1.2404;6.03897;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;AFR;;AGO;BTSX;2.0 [0.8-4.4];2.02907;0.78501;4.38735;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;AFR;;AGO;MLE;4.4 [1.9-8.8];4.41332;1.89135;8.78414;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;AFR;;AGO;FMLE;1.8 [0.7-3.7];1.76345;0.69384;3.69567;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;AGO;MLE;5.1 [2.1-10.3];5.08306;2.12927;10.28512;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;AGO;BTSX;3.4 [1.4-6.8];3.37878;1.429;6.82546;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;AGO;BTSX;3.6 [1.5-7.3];3.60681;1.50072;7.34012;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;AFR;;AGO;FMLE;2.0 [0.8-4.2];2.04507;0.82921;4.22381;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;AFR;;AGO;BTSX;2.8 [1.1-5.6];2.75134;1.13723;5.56423;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;AGO;MLE;4.8 [2.0-9.8];4.84539;2.01699;9.81374;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;AFR;;AGO;BTSX;3.5 [1.4-7.5];3.53286;1.39602;7.47036;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;AFR;;AGO;FMLE;2.1 [0.8-4.5];2.05979;0.77759;4.51586;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;AFR;;AGO;MLE;2.7 [1.1-5.7];2.66603;1.054;5.68488;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;AGO;FMLE;2.2 [0.9-4.6];2.22237;0.9048;4.63007;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;AFR;;AGO;BTSX;2.2 [0.9-4.8];2.24788;0.88344;4.76263;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;AFR;;AGO;MLE;4.0 [1.7-7.9];3.96788;1.66674;7.85733;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;AGO;FMLE;1.5 [0.6-3.3];1.50521;0.56504;3.33518;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;AFR;;AGO;MLE;2.6 [1.1-5.6];2.63715;1.05513;5.59127;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;AFR;;AGO;MLE;4.6 [2.0-9.1];4.55716;1.96315;9.06255;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;AGO;MLE;4.9 [2.1-9.9];4.90737;2.08976;9.88248;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;AFR;;AGO;FMLE;1.4 [0.5-3.1];1.40549;0.52168;3.11706;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;AGO;BTSX;3.6 [1.5-7.3];3.56247;1.45808;7.27829;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;AFR;;AGO;FMLE;2.0 [0.8-4.3];2.03607;0.82307;4.25901;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;AFR;;AGO;MLE;3.1 [1.3-6.4];3.13079;1.2856;6.35955;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;AFR;;AGO;MLE;3.6 [1.5-7.3];3.6457;1.53235;7.30454;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;AFR;;AGO;FMLE;1.7 [0.6-3.6];1.67075;0.63132;3.55582;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;AFR;;AGO;BTSX;2.6 [1.1-5.4];2.61367;1.07154;5.35723;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;AFR;;AGO;FMLE;1.9 [0.8-3.9];1.87676;0.75084;3.86242;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;AFR;;AGO;BTSX;3.6 [1.4-7.7];3.60837;1.40783;7.74477;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;AFR;;AGO;BTSX;3.3 [1.4-6.7];3.29382;1.38774;6.66906;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;AFR;;AGO;FMLE;2.2 [0.9-4.6];2.19674;0.89422;4.59631;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;AGO;MLE;3.7 [1.5-7.4];3.66089;1.54162;7.37968;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;AFR;;AGO;MLE;5.1 [2.1-10.6];5.14666;2.09011;10.6164;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;AGO;BTSX;3.7 [1.5-7.6];3.71244;1.5197;7.64192;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;AFR;;AGO;FMLE;2.2 [0.8-4.8];2.19109;0.84352;4.78545;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;AFR;;AGO;FMLE;2.4 [0.9-5.0];2.36179;0.91901;5.03722;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;AFR;;AGO;MLE;5.0 [2.0-10.5];5.02303;2.02163;10.45917;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;AFR;;AGO;FMLE;1.9 [0.8-4.0];1.92351;0.77653;3.99273;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;AFR;;AGO;BTSX;3.7 [1.5-7.8];3.72327;1.49851;7.78048;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;AFR;;AGO;BTSX;2.4 [0.9-4.9];2.35144;0.94708;4.85757;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;AFR;;AGO;MLE;5.1 [2.0-10.6];5.05455;2.01859;10.61345;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2014;AFR;;AGO;FMLE;1.6 [0.6-3.4];1.58896;0.61588;3.38811;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;AGO;BTSX;2.1 [0.8-4.6];2.12425;0.82351;4.57218;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;AFR;;AGO;BTSX;3.6 [1.4-7.7];3.61382;1.42737;7.68114;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;AFR;;AGO;MLE;2.8 [1.1-5.8];2.75665;1.08755;5.83586;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2003;AFR;;AGO;FMLE;2.3 [0.9-5.0];2.31907;0.91488;4.9828;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;AFR;;AGO;MLE;4.0 [1.7-7.9];3.95041;1.66079;7.91547;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;AFR;;AGO;BTSX;2.0 [0.8-4.4];2.0084;0.78;4.38293;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;AFR;;AGO;FMLE;2.3 [0.9-4.8];2.32859;0.9218;4.84143;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;AFR;;AGO;FMLE;2.1 [0.8-4.6];2.0952;0.77625;4.61041;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;AFR;;AGO;MLE;3.2 [1.3-6.4];3.16547;1.26764;6.43918;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;AFR;;AGO;MLE;5.1 [2.0-10.9];5.13741;2.04603;10.91196;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;AFR;;AGO;FMLE;1.4 [0.5-3.2];1.39277;0.51061;3.19981;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;AFR;;AGO;MLE;3.5 [1.5-7.1];3.48294;1.4577;7.05602;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;AFR;;AGO;MLE;2.9 [1.2-6.1];2.9293;1.17078;6.10493;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;AFR;;AGO;BTSX;3.0 [1.2-6.0];2.98723;1.24041;6.04927;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;AFR;;AGO;BTSX;2.4 [0.9-5.0];2.41002;0.94603;4.98189;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;AFR;;AGO;FMLE;2.3 [0.9-4.8];2.29981;0.90799;4.78288;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;EUR;;ALB;FMLE;0.4 [0.3-0.6];0.43455;0.27571;0.64466;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2006;EUR;;ALB;BTSX;0.5 [0.3-0.8];0.53445;0.34361;0.80489;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2007;EUR;;ALB;BTSX;0.6 [0.4-0.8];0.55313;0.35392;0.83084;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2012;EUR;;ALB;BTSX;0.4 [0.2-0.6];0.35244;0.2087;0.56337;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2010;EUR;;ALB;FMLE;0.4 [0.3-0.7];0.4328;0.26618;0.65846;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;EUR;;ALB;MLE;0.5 [0.3-0.7];0.46412;0.28097;0.73509;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;EUR;;ALB;BTSX;0.5 [0.3-0.8];0.51017;0.30828;0.76049;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2017;EUR;;ALB;BTSX;0.3 [0.2-0.5];0.32783;0.18372;0.54772;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;EUR;;ALB;FMLE;0.3 [0.2-0.4];0.27556;0.15712;0.44547;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;EUR;;ALB;BTSX;0.3 [0.2-0.5];0.32289;0.18165;0.53857;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2004;EUR;;ALB;MLE;0.6 [0.4-1.0];0.63768;0.37709;0.95017;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;EUR;;ALB;MLE;0.4 [0.2-0.7];0.40064;0.22861;0.66183;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2016;EUR;;ALB;BTSX;0.3 [0.2-0.5];0.32482;0.18311;0.54035;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2002;EUR;;ALB;MLE;0.8 [0.4-1.2];0.82127;0.43456;1.22491;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;EUR;;ALB;MLE;0.4 [0.2-0.7];0.38895;0.21888;0.65077;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2015;EUR;;ALB;FMLE;0.3 [0.1-0.4];0.25088;0.14039;0.41382;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2019;EUR;;ALB;FMLE;0.2 [0.1-0.4];0.22959;0.12925;0.38096;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2013;EUR;;ALB;BTSX;0.4 [0.2-0.6];0.35575;0.20617;0.57658;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2000;EUR;;ALB;FMLE;0.6 [0.3-0.8];0.56409;0.34482;0.84338;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2018;EUR;;ALB;FMLE;0.2 [0.1-0.4];0.23808;0.13312;0.39537;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2005;EUR;;ALB;FMLE;0.4 [0.3-0.6];0.42228;0.27008;0.62722;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2011;EUR;;ALB;BTSX;0.5 [0.3-0.8];0.50312;0.30289;0.78702;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2008;EUR;;ALB;MLE;0.6 [0.4-1.0];0.63838;0.40812;0.9744;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2009;EUR;;ALB;MLE;0.6 [0.4-0.9];0.57972;0.36714;0.90904;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
SDGPOISON;PUBLISHED;2001;EUR;;ALB;FMLE;0.5 [0.3-0.8];0.54647;0.32977;0.81692;;;;http://apps.who.int/gho/athena/api/GHO/SDGPOISON.csv
