country;RAW_OBS_VALUE;TIME_PERIOD;ATTR_ENDPOINT
Afghanistan;2;2022.0;nan
Albania;5;2022.0;nan
Algeria;3;2022.0;nan
Andorra;3;2022.0;nan
Angola;2;2022.0;nan
Antigua and Barbuda;2;2022.0;nan
Argentina;2;2022.0;nan
Armenia;3;2022.0;nan
Australia;3;2022.0;nan
Austria;3;2022.0;nan
Azerbaijan;3;2022.0;nan
Bahamas;2;2022.0;nan
Bahrain;2;2022.0;nan
Bangladesh;3;2022.0;nan
Barbados;2;2022.0;nan
Belarus;3;2022.0;nan
Belgium;4;2022.0;nan
Belize;3;2022.0;nan
Benin;3;2022.0;nan
Bhutan;2;2022.0;nan
Bolivia;2;2022.0;nan
Bosnia and Herzegovina;5;2022.0;nan
Botswana;2;2022.0;nan
Brazil;3;2022.0;nan
Brunei;2;2022.0;nan
Bulgaria;5;2022.0;nan
Burkina Faso;3;2022.0;nan
Burundi;2;2022.0;nan
Cambodia;2;2022.0;nan
Cameroon;3;2022.0;nan
Canada;3;2022.0;nan
Cabo Verde;2;2022.0;nan
Central African Republic;3;2022.0;nan
Chad;3;2022.0;nan
Chile;4;2022.0;nan
China;3;2022.0;nan
Colombia;3;2022.0;nan
Comoros;3;2022.0;nan
Democratic Republic of the Congo;3;2022.0;nan
Republic of the Congo;3;2022.0;nan
Costa Rica;3;2022.0;nan
Cote d'Ivoire;3;2022.0;nan
Croatia;4;2022.0;nan
Cuba;3;2022.0;nan
Cyprus;3;2022.0;nan
Czech Republic;4;2022.0;nan
Denmark;3;2022.0;nan
Djibouti;4;2022.0;nan
Dominica;2;2022.0;nan
Dominican Republic;3;2022.0;nan
Ecuador;2;2022.0;nan
Egypt;2;2022.0;nan
El Salvador;3;2022.0;nan
Equatorial Guinea;2;2022.0;nan
Eritrea;2;2022.0;nan
Estonia;3;2022.0;nan
Ethiopia;3;2022.0;nan
Fiji;3;2022.0;nan
Finland;3;2022.0;nan
France;4;2022.0;nan
Gabon;3;2022.0;nan
The Gambia;4;2022.0;nan
Georgia;3;2022.0;nan
Germany;3;2022.0;nan
Ghana;2;2022.0;nan
Greece;4;2022.0;nan
Grenada;2;2022.0;nan
Guatemala;2;2022.0;nan
Guinea;3;2022.0;nan
Guinea-Bissau;2;2022.0;nan
Guyana;2;2022.0;nan
Haiti;2;2022.0;nan
Honduras;2;2022.0;nan
Hungary;3;2022.0;nan
Iceland;3;2022.0;nan
India;4;2022.0;nan
Indonesia;2;2022.0;nan
Iran;4;2022.0;nan
Iraq;3;2022.0;nan
Ireland;4;2022.0;nan
Israel;3;2022.0;nan
Italy;4;2022.0;nan
Jamaica;2;2022.0;nan
Japan;5;2022.0;nan
Jordan;2;2022.0;nan
Kazakhstan;3;2022.0;nan
Kenya;2;2022.0;nan
Kiribati;2;2022.0;nan
Democratic People's Republic of Korea;4;2022.0;nan
Republic of Korea;5;2022.0;nan
Kuwait;2;2022.0;nan
Kyrgyzstan;3;2022.0;nan
Laos;3;2022.0;nan
Latvia;3;2022.0;nan
Lebanon;2;2022.0;nan
Lesotho;2;2022.0;nan
Liberia;3;2022.0;nan
Libya;3;2022.0;nan
Liechtenstein;3;2022.0;nan
Lithuania;3;2022.0;nan
Luxembourg;4;2022.0;nan
North Macedonia;4;2022.0;nan
Madagascar;3;2022.0;nan
Malawi;2;2022.0;nan
Malaysia;2;2022.0;nan
Maldives;2;2022.0;nan
Mali;3;2022.0;nan
Malta;3;2022.0;nan
Marshall Islands;1;2022.0;nan
Mauritania;3;2022.0;nan
Mauritius;3;2022.0;nan
Mexico;2;2022.0;nan
Micronesia, Federated States of;1;2022.0;nan
Moldova;3;2022.0;nan
Monaco;3;2022.0;nan
Mongolia;3;2022.0;nan
Montenegro;3;2022.0;nan
Morocco;3;2022.0;nan
Mozambique;2;2022.0;nan
Myanmar;3;2022.0;nan
Namibia;2;2022.0;nan
Nauru;1;2022.0;nan
Nepal;2;2022.0;nan
The Netherlands;3;2022.0;nan
New Zealand;4;2022.0;nan
Nicaragua;2;2022.0;nan
Niger;3;2022.0;nan
Nigeria;2;2022.0;nan
Norway;3;2022.0;nan
Oman;2;2022.0;nan
Pakistan;2;2022.0;nan
Palau;1;2022.0;nan
Panama;3;2022.0;nan
Papua New Guinea;1;2022.0;nan
Paraguay;3;2022.0;nan
Peru;3;2022.0;nan
The Philippines;3;2022.0;nan
Poland;3;2022.0;nan
Portugal;3;2022.0;nan
Qatar;2;2022.0;nan
Romania;3;2022.0;nan
Russian Federation;3;2022.0;nan
Rwanda;2;2022.0;nan
Samoa;2;2022.0;nan
San Marino;3;2022.0;nan
Sao Tome and Principe;3;2022.0;nan
Saudi Arabia;2;2022.0;nan
Senegal;3;2022.0;nan
Serbia;3;2022.0;nan
Seychelles;3;2022.0;nan
Sierra Leone;2;2022.0;nan
Singapore;3;2022.0;nan
Slovakia;4;2022.0;nan
Slovenia;4;2022.0;nan
Solomon Islands;2;2022.0;nan
Somalia;3;2022.0;nan
South Africa;3;2022.0;nan
South Sudan;2;2022.0;nan
Spain;3;2022.0;nan
Sri Lanka;2;2022.0;nan
St. Kitts and Nevis;2;2022.0;nan
St. Lucia;2;2022.0;nan
