goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Reporting Type;ATTR_ENDPOINT
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;53;Australia and New Zealand;2012.0;1.49887;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;53;Australia and New Zealand;2013.0;1.8078;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;53;Australia and New Zealand;2014.0;1.52509;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;53;Australia and New Zealand;2015.0;1.88792;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;53;Australia and New Zealand;2016.0;1.90549;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;53;Australia and New Zealand;2017.0;1.91236;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;53;Australia and New Zealand;2018.0;1.91547;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;53;Australia and New Zealand;2019.0;1.92303;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;40;Austria;2009.0;9.06;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;40;Austria;2010.0;8.88;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;40;Austria;2011.0;8.99;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;40;Austria;2012.0;9.18;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;40;Austria;2013.0;9.06;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;40;Austria;2014.0;9.09;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;40;Austria;2015.0;9.28;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;40;Austria;2016.0;9.7;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;40;Austria;2017.0;13.24;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;40;Austria;2018.0;13.17;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;56;Belgium;2009.0;9.21;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;56;Belgium;2010.0;9.53;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;56;Belgium;2011.0;9.98;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;56;Belgium;2012.0;10.1;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;56;Belgium;2013.0;10.46;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;56;Belgium;2014.0;10.38;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;56;Belgium;2015.0;9.96;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;56;Belgium;2016.0;10.23;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;56;Belgium;2017.0;10.29;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;56;Belgium;2018.0;11.05;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;100;Bulgaria;2009.0;4.34;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;100;Bulgaria;2010.0;6.08;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;100;Bulgaria;2011.0;5.3;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;100;Bulgaria;2012.0;5.15;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;100;Bulgaria;2013.0;4.55;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;100;Bulgaria;2014.0;5.74;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;100;Bulgaria;2015.0;8.12;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;100;Bulgaria;2016.0;6.48;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;100;Bulgaria;2017.0;7.44;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;100;Bulgaria;2018.0;6.68;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;62;Central and Southern Asia;2016.0;0.03029;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;62;Central and Southern Asia;2017.0;0.34251;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;62;Central and Southern Asia;2018.0;0.32418;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;62;Central and Southern Asia;2019.0;0.33089;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;191;Croatia;2010.0;3.99;Float;;;;;;Eurostat;;[''];E;KG;E;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;191;Croatia;2011.0;3.92;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;191;Croatia;2012.0;3.86;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;191;Croatia;2013.0;3.57;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;191;Croatia;2014.0;3.64;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;191;Croatia;2015.0;5.39;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;191;Croatia;2016.0;9.44;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;191;Croatia;2017.0;8.43;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;191;Croatia;2018.0;9.26;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;196;Cyprus;2009.0;2.83;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;196;Cyprus;2010.0;2.82;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;196;Cyprus;2011.0;3.2;Float;;;;;;Eurostat;;[''];E;KG;D;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;196;Cyprus;2012.0;2.91;Float;;;;;;Eurostat;;[''];C;KG;D;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;196;Cyprus;2013.0;2.54;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;196;Cyprus;2014.0;2.57;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;196;Cyprus;2015.0;3.35;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;196;Cyprus;2016.0;2.94;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;196;Cyprus;2017.0;4.86;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;196;Cyprus;2018.0;3.81;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;203;Czechia;2009.0;5.15;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;203;Czechia;2010.0;5.18;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;203;Czechia;2011.0;5.27;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;203;Czechia;2012.0;4.61;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;203;Czechia;2013.0;5.18;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;203;Czechia;2014.0;5.35;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;203;Czechia;2015.0;6.46;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;203;Czechia;2016.0;9.99;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;203;Czechia;2017.0;9.58;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;203;Czechia;2018.0;8.29;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;208;Denmark;2009.0;15.1;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;208;Denmark;2010.0;14.73;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;208;Denmark;2011.0;15.42;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;208;Denmark;2012.0;12.97;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;208;Denmark;2013.0;14.12;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;208;Denmark;2014.0;12.64;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;208;Denmark;2015.0;12.54;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;208;Denmark;2016.0;12.43;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;208;Denmark;2017.0;12.13;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;208;Denmark;2018.0;6.47;Float;;;;;;Eurostat;;[''];C;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;753;Eastern and South-Eastern Asia;2010.0;0.27087;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;753;Eastern and South-Eastern Asia;2011.0;0.24394;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;753;Eastern and South-Eastern Asia;2012.0;0.21416;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;753;Eastern and South-Eastern Asia;2013.0;0.54953;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;753;Eastern and South-Eastern Asia;2014.0;0.52538;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
['12'];['12.5'];['12.5.1'];EN_EWT_RCYPCAP;Electronic waste recycling, per capita (Kg);381;753;Eastern and South-Eastern Asia;2015.0;0.53967;Float;;;;;;UNITAR / WESR;;[''];E;KG;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999
