Dataflow;STAT_UNIT;UNIT_MEASURE;EDU_LEVEL;EDU_CAT;SEX;AGE;GRADE;SECTOR_EDU;EDU_ATTAIN;WEALTH_QUINTILE;LOCATION;EDU_TYPE;EDU_FIELD;SUBJECT;INFRASTR;SE_BKGRD;TEACH_EXPERIENCE;CONTRACT_TYPE;COUNTRY_ORIGIN;REGION_DEST;IMM_STATUS;REF_AREA;TIME_PERIOD;OBS_VALUE;UNIT_MULT;OBS_STATUS;FREQ;DECIMALS;ATTR_ENDPOINT
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AE;2010;85.29518;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AE;2011;85.10507;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AE;2012;80.79339;0;E;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AE;2013;24.72247;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AE;2014;27.66302;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AE;2015;25.87369;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AE;2016;25.63116;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AE;2017;25.8282;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AG;2010;46.84819;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AG;2011;46.01737;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AG;2014;30.15895;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AG;2017;28.1891;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AG;2018;27.69148;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AI;2010;109.90099;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AI;2011;106.63391;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_ASIA_PAC;2010;27.09836;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_ASIA_PAC;2011;29.54342;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_ASIA_PAC;2012;32.29202;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_ASIA_PAC;2013;34.16128;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_ASIA_PAC;2014;37.31727;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_ASIA_PAC;2015;38.50052;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_ASIA_PAC;2016;40.21637;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_ASIA_PAC;2017;41.6161;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_ASIA_PAC;2018;42.73794;0;E;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_CAS;2014;29.39501;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_CAS;2015;27.44729;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_CAS;2016;27.60371;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_CAS;2017;27.86823;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_CAS;2018;29.34074;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS;2010;40.247;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS;2011;43.63306;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS;2012;48.40477;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS;2013;50.36245;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS;2014;52.45829;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS;2015;54.05738;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS;2016;56.20634;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS;2017;56.4479;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS;2018;57.55485;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS_PAC;2010;40.47379;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS_PAC;2011;43.87346;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS_PAC;2012;48.75048;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS_PAC;2013;50.16322;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS_PAC;2014;52.18585;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS_PAC;2015;53.73176;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS_PAC;2016;55.91095;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS_PAC;2017;56.14779;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
UNESCO:EDU_NON_FINANCE(3.0);GECER;PT;L02;_T;_T;_T;_T;INST_T;_Z;_Z;_T;_T;_T;_Z;_Z;_Z;_Z;_Z;W00;W00;_Z;AIMS_EAS_PAC;2018;57.21386;0;A;A;5;https://api.uis.unesco.org/sdmx/data/UNESCO,EDU_NON_FINANCE,3.0/GECER.PT.L02._T._T+F+M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z.?startPeriod=2010&endPeriod=2020&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09
