GHO;PUBLISHSTATE;YEAR;REGION;UNREGION;WHOINCOMEREGION;COUNTRY;RESIDENCEAREATYPE;Display Value;Numeric;Low;High;StdErr;StdDev;Comments;ATTR_ENDPOINT
SDGPM25;PUBLISHED;2010;EMR;;;AFG;CITY;92.79 [66.17-128.44];92.79277;66.16662;128.44125;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EMR;;;AFG;TOTL;68.97 [49.48-96.51];68.96605;49.48253;96.51297;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EMR;;;AFG;RUR;61.81 [42.68-87.77];61.81464;42.68402;87.77431;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EMR;;;AFG;TOWN;69.67 [48.91-98.81];69.67321;48.91039;98.81156;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EMR;;;AFG;URB;83.13 [60.37-117.80];83.12652;60.36542;117.79976;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EMR;;;AFG;CITY;89.57 [64.75-122.95];89.56683;64.75261;122.94666;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EMR;;;AFG;TOTL;66.94 [48.90-92.62];66.94454;48.90072;92.61683;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EMR;;;AFG;RUR;60.11 [42.82-83.13];60.1099;42.81533;83.13299;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EMR;;;AFG;TOWN;67.72 [48.37-93.74];67.71935;48.37312;93.74326;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EMR;;;AFG;URB;80.45 [57.67-110.73];80.45496;57.6739;110.73294;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EMR;;;AFG;CITY;92.04 [66.43-125.87];92.03952;66.42646;125.86934;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EMR;;;AFG;TOTL;68.26 [49.60-94.02];68.25744;49.59602;94.01766;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EMR;;;AFG;RUR;61.09 [42.74-83.77];61.09035;42.73541;83.76946;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EMR;;;AFG;TOWN;68.88 [49.03-95.50];68.87935;49.03133;95.50037;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EMR;;;AFG;URB;82.40 [58.99-112.42];82.40277;58.99375;112.41686;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EMR;;;AFG;CITY;97.49 [70.24-132.95];97.49402;70.23622;132.94704;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EMR;;;AFG;TOTL;72.18 [52.57-99.67];72.18289;52.57123;99.66944;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EMR;;;AFG;RUR;64.50 [45.48-88.98];64.49672;45.48141;88.98175;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EMR;;;AFG;TOWN;73.01 [51.94-101.69];73.01433;51.94303;101.68761;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EMR;;;AFG;URB;87.33 [62.40-118.86];87.33072;62.40365;118.85741;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EMR;;;AFG;CITY;91.92 [66.24-125.70];91.91565;66.23644;125.69501;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EMR;;;AFG;TOTL;68.06 [49.36-93.43];68.05715;49.35964;93.42773;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EMR;;;AFG;RUR;60.79 [42.86-83.22];60.7896;42.85654;83.22114;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EMR;;;AFG;TOWN;68.85 [49.33-95.36];68.8538;49.33139;95.35871;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EMR;;;AFG;URB;82.36 [58.88-111.54];82.36092;58.8827;111.53815;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EMR;;;AFG;CITY;90.88 [65.86-123.35];90.8823;65.86298;123.34804;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EMR;;;AFG;TOTL;67.20 [49.05-92.67];67.2032;49.04869;92.66884;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EMR;;;AFG;RUR;59.99 [42.52-81.99];59.99269;42.52335;81.99041;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EMR;;;AFG;TOWN;67.90 [48.45-94.10];67.89566;48.44933;94.09811;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EMR;;;AFG;URB;81.38 [58.50-110.14];81.37742;58.50318;110.13638;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EMR;;;AFG;CITY;86.91 [63.04-118.61];86.90798;63.04097;118.61047;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EMR;;;AFG;TOTL;64.00 [46.01-87.23];64.00314;46.00713;87.23201;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EMR;;;AFG;RUR;57.00 [40.09-78.69];56.99896;40.08932;78.6921;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EMR;;;AFG;TOWN;64.73 [46.41-88.39];64.73451;46.40931;88.39155;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EMR;;;AFG;URB;77.76 [55.59-105.83];77.75643;55.58758;105.83117;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EMR;;;AFG;CITY;83.49 [60.22-114.88];83.49087;60.22479;114.88189;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EMR;;;AFG;TOTL;61.78 [44.81-85.24];61.77561;44.80775;85.24496;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EMR;;;AFG;RUR;55.08 [39.01-75.78];55.08079;39.00972;75.77676;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EMR;;;AFG;TOWN;62.66 [45.03-86.93];62.6579;45.0329;86.93407;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EMR;;;AFG;URB;74.91 [53.88-103.01];74.90788;53.87638;103.00719;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EMR;;;AFG;CITY;92.57 [67.33-126.55];92.57329;67.32551;126.54507;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EMR;;;AFG;TOTL;70.25 [50.62-97.15];70.25405;50.6232;97.14645;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EMR;;;AFG;RUR;63.50 [44.48-87.48];63.49642;44.48142;87.48171;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EMR;;;AFG;TOWN;70.50 [50.88-97.95];70.50465;50.88022;97.95453;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EMR;;;AFG;URB;83.50 [60.10-113.39];83.49673;60.09902;113.39178;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EMR;;;AFG;CITY;84.04 [60.77-114.90];84.04458;60.76703;114.90477;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EMR;;;AFG;TOTL;62.49 [45.04-86.46];62.48616;45.0385;86.46475;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EMR;;;AFG;RUR;56.00 [39.42-77.13];55.999;39.42253;77.12935;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EMR;;;AFG;TOWN;62.47 [44.97-86.91];62.47345;44.96836;86.90964;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EMR;;;AFG;URB;75.19 [53.87-102.87];75.18718;53.87133;102.87359;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;AFR;;;AGO;CITY;27.20 [5.35-95.36];27.20078;5.35222;95.36001;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;AFR;;;AGO;TOTL;24.20 [6.17-65.55];24.1984;6.16704;65.55157;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;AFR;;;AGO;RUR;23.59 [6.25-61.37];23.59305;6.25206;61.37184;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;AFR;;;AGO;TOWN;24.33 [5.75-71.32];24.33109;5.75004;71.32002;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;AFR;;;AGO;URB;26.53 [5.45-89.34];26.52759;5.44593;89.33591;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;AFR;;;AGO;CITY;28.33 [5.35-102.51];28.32767;5.34823;102.51035;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;AFR;;;AGO;TOTL;24.67 [6.18-67.99];24.67357;6.18201;67.98953;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;AFR;;;AGO;RUR;23.82 [6.27-61.24];23.82348;6.27249;61.23698;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;AFR;;;AGO;TOWN;25.15 [5.75-76.40];25.14799;5.74641;76.40219;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;AFR;;;AGO;URB;27.61 [5.44-96.31];27.60691;5.43849;96.30996;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;AFR;;;AGO;CITY;27.66 [5.29-99.52];27.66216;5.28652;99.52098;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;AFR;;;AGO;TOTL;24.01 [6.13-65.45];24.0083;6.12695;65.44965;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;AFR;;;AGO;RUR;23.06 [6.22-58.60];23.05726;6.22076;58.60307;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;AFR;;;AGO;TOWN;24.38 [5.66-73.64];24.38398;5.66447;73.64072;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;AFR;;;AGO;URB;26.94 [5.37-93.50];26.94325;5.37013;93.50434;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;AFR;;;AGO;CITY;28.67 [5.29-105.85];28.66797;5.29325;105.84734;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;AFR;;;AGO;TOTL;24.53 [6.11-68.88];24.53186;6.11282;68.8831;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;AFR;;;AGO;RUR;23.31 [6.23-59.58];23.30994;6.23001;59.58441;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;AFR;;;AGO;TOWN;25.03 [5.65-77.87];25.03133;5.65288;77.86692;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;AFR;;;AGO;URB;27.90 [5.36-99.54];27.89535;5.36181;99.54064;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;AFR;;;AGO;CITY;28.56 [5.26-105.94];28.56178;5.25579;105.9411;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;AFR;;;AGO;TOTL;24.12 [6.02-68.30];24.11941;6.0244;68.29617;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;AFR;;;AGO;RUR;22.62 [6.17-57.05];22.62058;6.1745;57.05185;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;AFR;;;AGO;TOWN;24.82 [5.60-77.54];24.81608;5.59657;77.53898;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;AFR;;;AGO;URB;27.79 [5.32-99.82];27.7897;5.3168;99.82357;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;AFR;;;AGO;CITY;29.71 [5.32-113.02];29.7075;5.31669;113.02415;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;AFR;;;AGO;TOTL;25.03 [6.03-73.14];25.03078;6.02896;73.13954;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;AFR;;;AGO;RUR;23.25 [6.21-59.27];23.24595;6.2147;59.27055;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;AFR;;;AGO;TOWN;25.72 [5.60-82.93];25.71878;5.59836;82.92967;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;AFR;;;AGO;URB;28.91 [5.33-106.69];28.9086;5.32808;106.68929;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;AFR;;;AGO;CITY;31.58 [5.43-124.73];31.5835;5.42908;124.73419;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;AFR;;;AGO;TOTL;26.08 [6.01-80.35];26.0812;6.00523;80.35371;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;AFR;;;AGO;RUR;23.66 [6.21-61.88];23.66378;6.20873;61.88401;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;AFR;;;AGO;TOWN;27.21 [5.61-91.98];27.21257;5.61231;91.97895;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;AFR;;;AGO;URB;30.73 [5.44-117.91];30.73135;5.43744;117.91237;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;AFR;;;AGO;CITY;31.16 [5.37-122.88];31.16436;5.37166;122.87641;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;AFR;;;AGO;TOTL;25.44 [5.89-78.84];25.44195;5.89409;78.84233;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;AFR;;;AGO;RUR;22.59 [6.13-57.67];22.58588;6.13017;57.67434;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;AFR;;;AGO;TOWN;26.67 [5.54-90.10];26.66745;5.54376;90.09542;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;AFR;;;AGO;URB;30.31 [5.38-116.33];30.30899;5.37691;116.33345;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;AFR;;;AGO;CITY;32.01 [5.41-128.48];32.01247;5.40804;128.47556;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;AFR;;;AGO;TOTL;25.85 [5.84-82.46];25.85236;5.83872;82.45705;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;AFR;;;AGO;RUR;22.37 [6.10-57.49];22.36583;6.09585;57.48902;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;AFR;;;AGO;TOWN;27.28 [5.53-94.09];27.27897;5.53063;94.0863;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;AFR;;;AGO;URB;31.13 [5.41-121.78];31.13166;5.41025;121.78138;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;AFR;;;AGO;CITY;33.19 [5.47-135.93];33.19324;5.4697;135.9317;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;AFR;;;AGO;TOTL;27.16 [5.85-89.91];27.16477;5.8472;89.90965;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;AFR;;;AGO;RUR;23.35 [6.13-61.85];23.34834;6.13396;61.85113;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;AFR;;;AGO;TOWN;28.43 [5.54-100.92];28.43101;5.54193;100.91566;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;AFR;;;AGO;URB;32.32 [5.47-129.18];32.32399;5.47352;129.18161;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EUR;;;ALB;CITY;22.24 [20.06-24.82];22.2429;20.05777;24.82092;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EUR;;;ALB;TOTL;21.95 [19.82-24.69];21.9487;19.82468;24.69097;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EUR;;;ALB;RUR;21.38 [19.01-23.96];21.38432;19.00635;23.96323;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EUR;;;ALB;TOWN;22.37 [19.72-25.35];22.36809;19.72296;25.34576;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EUR;;;ALB;URB;22.30 [20.33-24.90];22.3013;20.33028;24.90334;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EUR;;;ALB;CITY;23.41 [21.01-26.05];23.40579;21.01232;26.05049;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EUR;;;ALB;TOTL;23.00 [20.57-25.75];22.9965;20.5653;25.74749;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EUR;;;ALB;RUR;22.34 [19.81-25.13];22.34071;19.81058;25.12987;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EUR;;;ALB;TOWN;23.38 [20.55-26.56];23.37923;20.55213;26.5599;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EUR;;;ALB;URB;23.39 [21.23-25.95];23.39359;21.23167;25.94516;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EUR;;;ALB;CITY;21.88 [19.46-24.41];21.87917;19.45795;24.4123;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EUR;;;ALB;TOTL;21.70 [19.51-24.28];21.70175;19.51096;24.28359;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EUR;;;ALB;RUR;21.21 [18.69-24.01];21.20671;18.68818;24.00614;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EUR;;;ALB;TOWN;22.13 [19.28-25.13];22.12932;19.28199;25.13324;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EUR;;;ALB;URB;21.99 [19.88-24.63];21.99232;19.87687;24.63116;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EUR;;;ALB;CITY;20.14 [18.29-22.50];20.1361;18.29435;22.49875;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EUR;;;ALB;TOTL;19.77 [17.95-22.19];19.77038;17.95276;22.19475;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EUR;;;ALB;RUR;19.16 [17.09-21.69];19.15853;17.09037;21.68926;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EUR;;;ALB;TOWN;20.10 [17.86-22.81];20.09672;17.8624;22.80782;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EUR;;;ALB;URB;20.12 [18.40-22.58];20.11856;18.39905;22.58282;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EUR;;;ALB;CITY;19.39 [17.49-21.83];19.39041;17.49237;21.83101;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EUR;;;ALB;TOTL;19.13 [17.34-21.32];19.13142;17.33539;21.32077;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EUR;;;ALB;RUR;18.60 [16.62-20.79];18.60202;16.62321;20.79342;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EUR;;;ALB;TOWN;19.47 [17.28-22.12];19.46602;17.27537;22.11916;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EUR;;;ALB;URB;19.42 [17.63-21.69];19.42356;17.62654;21.68583;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EUR;;;ALB;CITY;19.37 [17.38-21.79];19.37016;17.37943;21.7893;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EUR;;;ALB;TOTL;18.98 [17.17-21.23];18.98271;17.17095;21.22888;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EUR;;;ALB;RUR;18.35 [16.32-20.61];18.35211;16.32433;20.61246;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EUR;;;ALB;TOWN;19.25 [17.17-21.97];19.25419;17.16706;21.9734;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EUR;;;ALB;URB;19.32 [17.48-21.70];19.32013;17.48402;21.69609;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EUR;;;ALB;CITY;18.43 [16.68-20.49];18.43316;16.68242;20.48922;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EUR;;;ALB;TOTL;18.15 [16.42-20.18];18.14981;16.41937;20.18189;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EUR;;;ALB;RUR;17.59 [15.68-19.77];17.59304;15.67584;19.76836;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EUR;;;ALB;TOWN;18.45 [16.40-20.89];18.44601;16.40197;20.89425;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EUR;;;ALB;URB;18.44 [16.77-20.38];18.43861;16.76906;20.37548;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EUR;;;ALB;CITY;19.32 [17.33-21.60];19.32316;17.32865;21.603;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EUR;;;ALB;TOTL;19.01 [17.22-21.12];19.00622;17.2217;21.11586;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EUR;;;ALB;RUR;18.43 [16.24-20.94];18.4255;16.2406;20.94075;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EUR;;;ALB;TOWN;19.26 [17.09-21.87];19.2632;17.09326;21.87498;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EUR;;;ALB;URB;19.30 [17.55-21.46];19.29814;17.55039;21.45754;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EUR;;;ALB;CITY;20.18 [18.22-22.49];20.18141;18.22215;22.48986;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EUR;;;ALB;TOTL;19.76 [17.97-21.90];19.75808;17.96853;21.90301;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EUR;;;ALB;RUR;19.07 [17.04-21.34];19.06685;17.04343;21.34433;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EUR;;;ALB;TOWN;19.97 [17.81-22.65];19.97013;17.80579;22.64564;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EUR;;;ALB;URB;20.09 [18.27-22.30];20.09473;18.26789;22.30142;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EUR;;;ALB;CITY;16.70 [15.03-18.80];16.69757;15.03186;18.80071;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EUR;;;ALB;TOTL;16.28 [14.73-18.21];16.27997;14.73426;18.20503;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
