GHO;PUBLISHSTATE;YEAR;REGION;UNREGION;WHOINCOMEREGION;COUNTRY;RESIDENCEAREATYPE;Display Value;Numeric;Low;High;StdErr;StdDev;Comments;ATTR_ENDPOINT
SDGPM25;PUBLISHED;2010;WPR;;;FJI;TOWN;8.04 [4.37-13.81];8.04286;4.37282;13.81161;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;WPR;;;FJI;URB;8.04 [4.37-13.81];8.04286;4.37282;13.81161;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;WPR;;;FJI;TOTL;7.04 [4.12-12.24];7.03749;4.11849;12.23867;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;WPR;;;FJI;RUR;6.93 [4.12-12.04];6.92739;4.11965;12.04261;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;WPR;;;FJI;TOWN;7.70 [4.16-13.57];7.70332;4.16022;13.57443;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;WPR;;;FJI;URB;7.70 [4.16-13.57];7.70332;4.16022;13.57443;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;WPR;;;FJI;TOTL;7.10 [4.08-11.78];7.10199;4.08061;11.78405;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;WPR;;;FJI;RUR;6.98 [4.04-11.54];6.98403;4.03751;11.53678;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;WPR;;;FJI;TOWN;7.82 [4.34-13.37];7.81556;4.34131;13.37128;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;WPR;;;FJI;URB;7.82 [4.34-13.37];7.81556;4.34131;13.37128;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;WPR;;;FJI;TOTL;7.12 [4.21-12.09];7.12294;4.21278;12.09203;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;WPR;;;FJI;RUR;7.01 [4.16-11.86];7.00726;4.16048;11.85641;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;WPR;;;FJI;TOWN;7.82 [4.37-13.66];7.82302;4.3689;13.65847;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;WPR;;;FJI;URB;7.82 [4.37-13.66];7.82302;4.3689;13.65847;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;WPR;;;FJI;TOTL;7.23 [4.28-12.12];7.22564;4.28126;12.11918;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;WPR;;;FJI;RUR;7.09 [4.22-11.93];7.09374;4.22163;11.92594;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;WPR;;;FJI;TOWN;8.02 [4.86-13.39];8.02433;4.85534;13.38836;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;WPR;;;FJI;URB;8.02 [4.86-13.39];8.02433;4.85534;13.38836;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;WPR;;;FJI;TOTL;7.32 [4.31-11.85];7.32313;4.30772;11.85001;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;WPR;;;FJI;RUR;7.20 [4.23-11.58];7.20273;4.23491;11.58171;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;WPR;;;FJI;TOWN;8.05 [4.89-12.98];8.05264;4.89496;12.98365;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;WPR;;;FJI;URB;8.05 [4.89-12.98];8.05264;4.89496;12.98365;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;WPR;;;FJI;TOTL;7.39 [4.17-11.84];7.38893;4.17107;11.84241;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;WPR;;;FJI;RUR;7.25 [4.13-11.60];7.25154;4.13353;11.59788;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;WPR;;;FJI;TOWN;8.22 [4.72-14.62];8.22211;4.72061;14.62248;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;WPR;;;FJI;URB;8.22 [4.72-14.62];8.22211;4.72061;14.62248;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;WPR;;;FJI;TOTL;7.45 [4.21-12.40];7.45195;4.21081;12.40472;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;WPR;;;FJI;RUR;7.31 [4.05-12.04];7.31402;4.04841;12.03733;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;WPR;;;FJI;TOWN;8.29 [4.54-14.64];8.28914;4.53647;14.64383;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;WPR;;;FJI;URB;8.29 [4.54-14.64];8.28914;4.53647;14.64383;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;WPR;;;FJI;TOTL;7.52 [3.99-12.48];7.51985;3.99361;12.48367;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;WPR;;;FJI;RUR;7.38 [3.94-12.20];7.38003;3.94043;12.20024;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;WPR;;;FJI;TOWN;8.37 [4.35-14.53];8.3694;4.35496;14.52774;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;WPR;;;FJI;URB;8.37 [4.35-14.53];8.3694;4.35496;14.52774;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;WPR;;;FJI;TOTL;7.36 [3.69-11.78];7.36073;3.69132;11.78183;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;WPR;;;FJI;RUR;7.23 [3.59-11.59];7.23214;3.5853;11.5898;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;WPR;;;FJI;TOWN;8.14 [4.31-13.14];8.14282;4.31335;13.14344;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;WPR;;;FJI;URB;8.14 [4.31-13.14];8.14282;4.31335;13.14344;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EUR;;;FRA;CITY;17.02 [16.60-17.56];17.02156;16.59961;17.555;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EUR;;;FRA;TOTL;14.45 [14.17-14.73];14.4533;14.16692;14.7264;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EUR;;;FRA;RUR;12.06 [11.71-12.32];12.06342;11.70837;12.31948;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EUR;;;FRA;TOWN;13.99 [13.74-14.31];13.9904;13.74106;14.31006;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;EUR;;;FRA;URB;15.83 [15.53-16.20];15.83414;15.52882;16.19515;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EUR;;;FRA;CITY;17.31 [16.88-17.83];17.3067;16.88492;17.82549;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EUR;;;FRA;TOTL;14.72 [14.44-15.01];14.72045;14.43635;15.01263;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EUR;;;FRA;RUR;12.31 [11.97-12.58];12.31436;11.96971;12.57638;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EUR;;;FRA;TOWN;14.27 [14.02-14.57];14.27269;14.02442;14.57358;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;EUR;;;FRA;URB;16.12 [15.82-16.50];16.11726;15.82271;16.50129;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EUR;;;FRA;CITY;15.59 [15.20-16.05];15.59317;15.20271;16.04515;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EUR;;;FRA;TOTL;13.29 [13.03-13.58];13.28604;13.02636;13.57806;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EUR;;;FRA;RUR;11.15 [10.84-11.38];11.15088;10.83959;11.38185;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EUR;;;FRA;TOWN;12.89 [12.62-13.13];12.8874;12.62109;13.12801;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;EUR;;;FRA;URB;14.53 [14.25-14.86];14.53156;14.25198;14.86482;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EUR;;;FRA;CITY;15.16 [14.79-15.63];15.15985;14.78974;15.6255;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EUR;;;FRA;TOTL;12.95 [12.68-13.22];12.94845;12.681;13.21516;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EUR;;;FRA;RUR;10.91 [10.60-11.13];10.90577;10.60173;11.13396;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EUR;;;FRA;TOWN;12.58 [12.31-12.81];12.57768;12.30671;12.80651;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;EUR;;;FRA;URB;14.15 [13.86-14.47];14.14585;13.85525;14.4737;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EUR;;;FRA;CITY;13.90 [13.53-14.36];13.90411;13.53304;14.36203;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EUR;;;FRA;TOTL;11.88 [11.61-12.12];11.87684;11.61421;12.12139;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EUR;;;FRA;RUR;10.01 [9.73-10.24];10.00836;9.72984;10.23913;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EUR;;;FRA;TOWN;11.55 [11.32-11.77];11.54697;11.31886;11.77414;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;EUR;;;FRA;URB;12.98 [12.72-13.31];12.97761;12.719;13.31152;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EUR;;;FRA;CITY;14.21 [13.89-14.65];14.20949;13.88811;14.65304;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EUR;;;FRA;TOTL;12.21 [11.99-12.42];12.20689;11.98647;12.42366;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EUR;;;FRA;RUR;10.34 [10.07-10.55];10.34497;10.0733;10.54614;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EUR;;;FRA;TOWN;11.92 [11.73-12.15];11.92187;11.73121;12.15404;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;EUR;;;FRA;URB;13.31 [13.05-13.59];13.3094;13.04684;13.59003;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EUR;;;FRA;CITY;13.11 [12.81-13.49];13.10977;12.8121;13.48826;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EUR;;;FRA;TOTL;11.24 [11.02-11.46];11.24407;11.0198;11.45657;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EUR;;;FRA;RUR;9.53 [9.28-9.75];9.52543;9.28223;9.75009;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EUR;;;FRA;TOWN;10.97 [10.74-11.19];10.97026;10.74298;11.18522;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;EUR;;;FRA;URB;12.27 [12.04-12.52];12.26704;12.03891;12.51659;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EUR;;;FRA;CITY;13.12 [12.81-13.49];13.1244;12.81475;13.48521;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EUR;;;FRA;TOTL;11.29 [11.08-11.54];11.2922;11.07608;11.53546;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EUR;;;FRA;RUR;9.61 [9.34-9.81];9.60892;9.33838;9.8149;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EUR;;;FRA;TOWN;11.03 [10.80-11.26];11.03238;10.80139;11.25725;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;EUR;;;FRA;URB;12.30 [12.07-12.59];12.29943;12.07478;12.58535;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EUR;;;FRA;CITY;12.97 [12.69-13.29];12.969;12.69385;13.29;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EUR;;;FRA;TOTL;11.23 [11.05-11.43];11.22835;11.05086;11.42786;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EUR;;;FRA;RUR;9.61 [9.37-9.81];9.6142;9.37057;9.81023;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EUR;;;FRA;TOWN;11.02 [10.83-11.25];11.01966;10.82743;11.24711;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;EUR;;;FRA;URB;12.20 [12.02-12.47];12.19937;12.01633;12.4668;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EUR;;;FRA;CITY;12.03 [11.75-12.37];12.0337;11.75448;12.37015;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EUR;;;FRA;TOTL;10.46 [10.27-10.65];10.45709;10.26675;10.65369;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EUR;;;FRA;RUR;9.00 [8.73-9.17];9.00147;8.72558;9.1735;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EUR;;;FRA;TOWN;10.27 [10.06-10.49];10.27236;10.0609;10.49242;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;EUR;;;FRA;URB;11.34 [11.14-11.58];11.33744;11.13587;11.5796;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;WPR;;;FSM;TOTL;7.55 [3.10-17.84];7.55417;3.09626;17.83785;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;WPR;;;FSM;RUR;7.51 [3.03-17.69];7.50869;3.02683;17.69385;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;WPR;;;FSM;TOWN;7.78 [3.43-18.55];7.77782;3.42541;18.54603;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;WPR;;;FSM;URB;7.78 [3.43-18.55];7.77782;3.42541;18.54603;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;WPR;;;FSM;TOTL;7.35 [3.50-16.64];7.3519;3.50164;16.64157;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;WPR;;;FSM;RUR;7.32 [3.45-16.54];7.31513;3.45415;16.53733;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;WPR;;;FSM;TOWN;7.53 [3.55-17.15];7.53227;3.5464;17.15287;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;WPR;;;FSM;URB;7.53 [3.55-17.15];7.53227;3.5464;17.15287;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;WPR;;;FSM;TOTL;7.46 [3.54-15.40];7.46286;3.5419;15.40411;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;WPR;;;FSM;RUR;7.41 [3.49-15.30];7.4123;3.49467;15.29994;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;WPR;;;FSM;TOWN;7.71 [3.59-15.91];7.71023;3.59101;15.91378;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;WPR;;;FSM;URB;7.71 [3.59-15.91];7.71023;3.59101;15.91378;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;WPR;;;FSM;TOTL;7.64 [3.63-16.56];7.64291;3.63368;16.56216;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;WPR;;;FSM;RUR;7.59 [3.55-16.45];7.59119;3.54757;16.44848;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;WPR;;;FSM;TOWN;7.90 [3.71-17.12];7.89534;3.70729;17.11713;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;WPR;;;FSM;URB;7.90 [3.71-17.12];7.89534;3.70729;17.11713;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;WPR;;;FSM;TOTL;7.37 [3.84-15.11];7.37491;3.84012;15.10627;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;WPR;;;FSM;RUR;7.32 [3.82-15.02];7.32322;3.81891;15.02248;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;WPR;;;FSM;TOWN;7.63 [3.85-15.51];7.62674;3.85327;15.51447;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2014;WPR;;;FSM;URB;7.63 [3.85-15.51];7.62674;3.85327;15.51447;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;WPR;;;FSM;TOTL;7.65 [3.84-15.18];7.65392;3.83527;15.18239;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;WPR;;;FSM;RUR;7.60 [3.80-15.05];7.59527;3.7989;15.04654;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;WPR;;;FSM;TOWN;7.94 [4.00-15.84];7.93917;3.99956;15.84312;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2015;WPR;;;FSM;URB;7.94 [4.00-15.84];7.93917;3.99956;15.84312;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;WPR;;;FSM;TOTL;7.73 [3.81-16.13];7.73425;3.81282;16.12556;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;WPR;;;FSM;RUR;7.68 [3.73-16.07];7.68275;3.72555;16.06516;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;WPR;;;FSM;TOWN;7.98 [4.05-16.42];7.98436;4.05265;16.41888;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2016;WPR;;;FSM;URB;7.98 [4.05-16.42];7.98436;4.05265;16.41888;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;WPR;;;FSM;TOTL;7.62 [3.33-15.32];7.6179;3.33295;15.3182;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;WPR;;;FSM;RUR;7.56 [3.26-15.22];7.55841;3.26204;15.22215;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;WPR;;;FSM;TOWN;7.91 [3.67-15.95];7.90648;3.66915;15.94638;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2017;WPR;;;FSM;URB;7.91 [3.67-15.95];7.90648;3.66915;15.94638;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;WPR;;;FSM;TOTL;7.63 [3.33-15.63];7.63087;3.3315;15.63011;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;WPR;;;FSM;RUR;7.56 [3.26-15.48];7.56406;3.25844;15.48036;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;WPR;;;FSM;TOWN;7.95 [3.58-16.36];7.95457;3.57841;16.35567;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2018;WPR;;;FSM;URB;7.95 [3.58-16.36];7.95457;3.57841;16.35567;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;WPR;;;FSM;TOTL;7.79 [3.27-15.61];7.78563;3.26613;15.61128;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;WPR;;;FSM;RUR;7.71 [3.25-15.45];7.71496;3.25415;15.45295;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;WPR;;;FSM;TOWN;8.13 [3.56-16.38];8.12769;3.56146;16.37768;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2019;WPR;;;FSM;URB;8.13 [3.56-16.38];8.12769;3.56146;16.37768;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;AFR;;;GAB;CITY;31.82 [5.76-113.29];31.81893;5.76481;113.28866;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;AFR;;;GAB;TOTL;25.25 [6.49-76.66];25.25444;6.48763;76.66222;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;AFR;;;GAB;RUR;21.89 [6.25-60.54];21.89318;6.2535;60.53864;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;AFR;;;GAB;TOWN;28.35 [6.28-92.29];28.34754;6.28184;92.28791;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2010;AFR;;;GAB;URB;31.02 [5.91-108.30];31.01568;5.90872;108.29769;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;AFR;;;GAB;CITY;32.05 [5.77-114.37];32.04652;5.76537;114.36579;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;AFR;;;GAB;TOTL;25.37 [6.50-77.25];25.36521;6.50037;77.24653;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;AFR;;;GAB;RUR;21.97 [6.25-60.92];21.97188;6.25289;60.92151;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;AFR;;;GAB;TOWN;28.54 [6.29-93.32];28.53798;6.29249;93.3187;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2011;AFR;;;GAB;URB;31.23 [5.91-109.28];31.22934;5.90771;109.28461;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;AFR;;;GAB;CITY;32.70 [5.77-117.51];32.69907;5.767;117.51398;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;AFR;;;GAB;TOTL;25.71 [6.53-79.03];25.71197;6.52713;79.02543;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;AFR;;;GAB;RUR;22.20 [6.27-61.88];22.19693;6.27292;61.88323;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;AFR;;;GAB;TOWN;29.03 [6.31-95.92];29.02774;6.30676;95.92187;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2012;AFR;;;GAB;URB;31.84 [5.90-112.18];31.83819;5.90371;112.18179;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;AFR;;;GAB;CITY;32.08 [5.77-114.47];32.07729;5.76563;114.4695;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;AFR;;;GAB;TOTL;25.17 [6.49-76.46];25.17365;6.48567;76.46181;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;AFR;;;GAB;RUR;21.75 [6.21-59.93];21.74526;6.21035;59.92671;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
SDGPM25;PUBLISHED;2013;AFR;;;GAB;TOWN;28.37 [6.31-92.61];28.36979;6.31197;92.61001;;;;http://apps.who.int/gho/athena/api/GHO/SDGPM25.csv
