goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Reporting Type;ATTR_ENDPOINT
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;334;Heard Island and McDonald Islands;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;336;Holy See;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;340;Honduras;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;348;Hungary;2015.0;13;Float;;;;;;General Directorate of Water Management;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;352;Iceland;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;356;India;2015.0;30;Float;;;;;;Ministry of Environment, Forest and Climate Change;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;360;Indonesia;2015.0;21;Float;;;;;;Ministry of Environment and Forestry;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;364;Iran (Islamic Republic of);2015.0;23;Float;;;;;;Forest Rangeland and Watershed Management Organization (FRWO);;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;368;Iraq;2015.0;26;Float;;;;;;Ministry of Agriculture;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;372;Ireland;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;833;Isle of Man;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;376;Israel;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;380;Italy;2015.0;13;Float;;;;;;Ministry of Foreign Affairs;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;388;Jamaica;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;392;Japan;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;832;Jersey;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;400;Jordan;2015.0;4;Float;;;;;;Ministry of Environment;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;398;Kazakhstan;2015.0;36;Float;;;;;;Ministry of Agriculture;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;404;Kenya;2015.0;40;Float;;;;;;Ministry of Environment and Natural Resources;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;296;Kiribati;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;414;Kuwait;2015.0;64;Float;;;;;;Environment Public Authority;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;417;Kyrgyzstan;2015.0;24;Float;;;;;;Ministry of Agriculture and Melioration of the Kyrgyz Republic;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;432;Landlocked developing countries (LLDCs);2015.0;23;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;418;Lao People's Democratic Republic;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;419;Latin America and the Caribbean;2015.0;27;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;428;Latvia;2015.0;13;Float;;;;;;Ministry of the Environmental Protection Department;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;199;Least Developed Countries (LDCs);2015.0;17;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;422;Lebanon;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;426;Lesotho;2015.0;20;Float;;;;;;Ministry of Forestry and Land Reclamation;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;430;Liberia;2015.0;29;Float;;;;;;Environment Public Agency (EPA);;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;434;Libya;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;438;Liechtenstein;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;440;Lithuania;2015.0;3;Float;;;;;;Ministry of Environment;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;442;Luxembourg;2015.0;4;Float;;;;;;Mission Permanente du Grand-Duché de Luxembourg auprès des Nations Unies à Genève;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;450;Madagascar;2015.0;30;Float;;;;;;Ministère de l'Environnement, de l'Ecologie, de la Mer et des Forêts;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;454;Malawi;2015.0;17;Float;;;;;;Department of Forestry;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;458;Malaysia;2015.0;16;Float;;;;;;Ministry of Agriculture and Agro-Based Industry;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;462;Maldives;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;466;Mali;2015.0;3;Float;;;;;;Ministère de l'Environnement, de l'Assainissement et du Développement Durable;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;470;Malta;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;584;Marshall Islands;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;474;Martinique;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;478;Mauritania;2015.0;3;Float;;;;;;Ministère délégué auprès du Premier Ministre chargé de l'Environnement et du Développement Durable;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;480;Mauritius;2015.0;27;Float;;;;;;Ministry of Agro Industry and Food Security;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;175;Mayotte;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;54;Melanesia;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;484;Mexico;2015.0;47;Float;;;;;;Ministry of Environment and Natural Resources (SEMARNAT);;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;57;Micronesia;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;583;Micronesia (Federated States of);2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;17;Middle Africa;2015.0;15;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;492;Monaco;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;496;Mongolia;2015.0;13;Float;;;;;;Ministry of Environment and Tourism;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;499;Montenegro;2015.0;6;Float;;;;;;Ministry of Sustainable Development and Tourism;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;500;Montserrat;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;504;Morocco;2015.0;19;Float;;;;;;Haut Commissariat aux Eaux et Forêts et à la Lutte contre la Désertification;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;508;Mozambique;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;104;Myanmar;2015.0;23;Float;;;;;;Ministry of Environmental Conservation and Forestry;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;516;Namibia;2015.0;19;Float;;;;;;Ministry of Environment and Tourism;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;520;Nauru;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;524;Nepal;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;528;Netherlands;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;540;New Caledonia;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;554;New Zealand;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;558;Nicaragua;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;562;Niger;2015.0;7;Float;;;;;;Conseil National de l'Environnement pour un Développement Durable;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;566;Nigeria;2015.0;32;Float;;;;;;Federal Ministry of the Environment;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;570;Niue;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;574;Norfolk Island;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;807;North Macedonia;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;15;Northern Africa;2015.0;6;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;746;Northern Africa (exc. Sudan);2015.0;4;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;747;Northern Africa and Western Asia;2015.0;7;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;21;Northern America;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;154;Northern Europe;2015.0;13;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;580;Northern Mariana Islands;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;578;Norway;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;9;Oceania;2015.0;35;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;543;Oceania (exc. Australia and New Zealand);2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;512;Oman;2015.0;7;Float;;;;;;Ministry of Environment and Climate Affairs;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;586;Pakistan;2015.0;5;Float;;;;;;Ministry of Climate Change;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;585;Palau;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
