goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Reporting Type;ATTR_ENDPOINT
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;591;Panama;2015.0;14;Float;;;;;;Oficina de Asuntos Internacionales y Cooperación Técnica;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;598;Papua New Guinea;2015.0;21;Float;;;;;;Conservation and Environment Protection Authority;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;600;Paraguay;2015.0;52;Float;;;;;;Dirección General de Proteccíon y Conservación de los Recursos Hidricos;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;604;Peru;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;608;Philippines;2015.0;38;Float;;;;;;Bureau of Soils and Water Management;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;612;Pitcairn;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;616;Poland;2015.0;5;Float;;;;;;Ministry of the Environment;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;61;Polynesia;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;620;Portugal;2015.0;32;Float;;;;;;Institute for Conservation of Nature and Forest;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;630;Puerto Rico;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;634;Qatar;2015.0;6;Float;;;;;;Ministry of Environment and Municipalities;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;410;Republic of Korea;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;498;Republic of Moldova;2015.0;29;Float;;;;;;State Hydrometeorological Service;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;638;Réunion;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;642;Romania;2015.0;2;Float;;;;;;Department for Waters, Forests and Fish-farming;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;643;Russian Federation;2015.0;6;Float;;;;;;Ministry of Natural Resources and Environment of the Russian Federation;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;646;Rwanda;2015.0;12;Float;;;;;;Ministère des Forêts et des Mines;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;652;Saint Barthélemy;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;654;Saint Helena;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;659;Saint Kitts and Nevis;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;662;Saint Lucia;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;663;Saint Martin (French Part);2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;666;Saint Pierre and Miquelon;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;670;Saint Vincent and the Grenadines;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;882;Samoa;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;674;San Marino;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;678;Sao Tome and Principe;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;682;Saudi Arabia;2015.0;4;Float;;;;;;Ministry of Environment, Water and Agriculture;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;686;Senegal;2015.0;6;Float;;;;;;Ministère de l'Environnement et du Développement Durable;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;688;Serbia;2015.0;6;Float;;;;;;Ministry of Agriculture and Environmental Protection;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;690;Seychelles;2015.0;12;Float;;;;;;Ministry of Environment, Energy and Climate Change;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;694;Sierra Leone;2015.0;18;Float;;;;;;Ministry of Lands, Country Planning and Environment;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;702;Singapore;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;534;Sint Maarten (Dutch part);2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;703;Slovakia;2015.0;4;Float;;;;;;Soil Science and Conservation Research Institute;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;705;Slovenia;2015.0;5;Float;;;;;;Environmental Agency of the Republic of Slovenia;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;722;Small island developing States (SIDS);2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;90;Solomon Islands;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;706;Somalia;2015.0;23;Float;;;;;;Office of the Prime Minister;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;710;South Africa;2015.0;78;Float;;;;;;Department of Environmental Affairs;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;5;South America;2015.0;24;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;239;South Georgia and the South Sandwich Islands;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;728;South Sudan;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;35;South-Eastern Asia;2015.0;24;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;18;Southern Africa;2015.0;53;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;34;Southern Asia;2015.0;24;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;127;Southern Asia (excluding India);2015.0;24;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;39;Southern Europe;2015.0;15;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;724;Spain;2015.0;18;Float;;;;;;Ministerio de Agricultura, Alimentación y Medio Ambiente;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;144;Sri Lanka;2015.0;36;Float;;;;;;Ministry of Mahaweli Development and Environment;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;275;State of Palestine;2015.0;15;Float;;;;;;Ministry of Agriculture;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;202;Sub-Saharan Africa;2015.0;22;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;738;Sub-Saharan Africa (inc. Sudan);2015.0;22;Float;;;;;;United Nations Convention to Combat Desertification (UNCCD);;['Regional data are based on the country-level data submitted in UNCCD 2018 national reports from 123 countries and estimates prepared by UNCCD based on global data sources.'];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;729;Sudan;2015.0;12;Float;;;;;;National Council for Combating Desertification;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;740;Suriname;2015.0;21;Float;;;;;;Cabinet of the President of the Republic of Suriname;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;744;Svalbard and Jan Mayen Islands;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;752;Sweden;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;756;Switzerland;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;760;Syrian Arab Republic;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;762;Tajikistan;2015.0;97;Float;;;;;;Committee on Environmental Protection;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;764;Thailand;2015.0;21;Float;;;;;;Ministry of Agriculture and Cooperatives;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;626;Timor-Leste;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;768;Togo;2015.0;12;Float;;;;;;Ministère de l'Environnement et des Ressources Forestières;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;772;Tokelau;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;776;Tonga;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;780;Trinidad and Tobago;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;788;Tunisia;2015.0;13;Float;;;;;;Ministère de l'Agriculture et de l'Environnement;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;792;Türkiye;2015.0;9;Float;;;;;;Ministry of Forestry and Water Affairs;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;795;Turkmenistan;2015.0;22;Float;;;;;;Ministry of Nature Protection;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;796;Turks and Caicos Islands;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;798;Tuvalu;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;800;Uganda;2015.0;22;Float;;;;;;Ministry of Agriculture, Animal Industry and Fisheries;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;804;Ukraine;2015.0;25;Float;;;;;;Ministry of Ecology and Natural Resources;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;784;United Arab Emirates;2015.0;1;Float;;;;;;Ministry of Environment and Water;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;826;United Kingdom of Great Britain and Northern Ireland;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;834;United Republic of Tanzania;2015.0;NaN;String;;;;;;UNCCD;;[''];E;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;581;United States Minor Outlying Islands;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;840;United States of America;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;850;United States Virgin Islands;2015.0;NaN;String;;;;;;United Nations Convention to Combat Desertification (UNCCD);;[''];NA;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;858;Uruguay;2015.0;26;Float;;;;;;Ministerio de Relaciones Exteriores;;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
['15'];['15.3'];['15.3.1'];AG_LND_DGRD;Proportion of land that is degraded over total land area (%);294;860;Uzbekistan;2015.0;29;Float;;;;;;The Centre of Hydrometeorological Service (Uzhydromet);;[''];C;PERCENT;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=AG_LND_DGRD&pageSize=999999999
