,COUNTRY_ISO_3,TIME_PERIOD,population
1446,PLW,2018,17.8645
1447,PLW,2019,17.9165
1448,PLW,2020,17.972
1449,PLW,2021,18.024
1450,PLW,2022,18.0545
1451,PLW,2023,18.0575
1452,PAN,2013,3821.556
1453,PAN,2014,3888.7925
1454,PAN,2015,3957.0985
1455,PAN,2016,4026.3365
1456,PAN,2017,4096.063
1457,PAN,2018,4165.2545
1458,PAN,2019,4232.532
1459,PAN,2020,4294.3965
1460,PAN,2021,4351.267
1461,PAN,2022,4408.5805
1462,PAN,2023,4468.0865
1463,PNG,2013,8245.627
1464,PNG,2014,8464.153
1465,PNG,2015,8682.174
1466,PNG,2016,8899.1695
1467,PNG,2017,9114.796
1468,PNG,2018,9329.227
1469,PNG,2019,9542.4855
1470,PNG,2020,9749.64
1471,PNG,2021,9949.437
1472,PNG,2022,10142.6185
1473,PNG,2023,10329.9305
1474,PRY,2013,6005.652
1475,PRY,2014,6090.721
1476,PRY,2015,6177.95
1477,PRY,2016,6266.6155
1478,PRY,2017,6355.404
1479,PRY,2018,6443.328
1480,PRY,2019,6530.0265
1481,PRY,2020,6618.695
1482,PRY,2021,6703.799
1483,PRY,2022,6780.744
1484,PRY,2023,6861.5235
1485,PER,2013,30038.809
1486,PER,2014,30353.9515
1487,PER,2015,30711.863
1488,PER,2016,31132.7785
1489,PER,2017,31605.4865
1490,PER,2018,32203.944
1491,PER,2019,32824.8605
1492,PER,2020,33304.756
1493,PER,2021,33715.4715
1494,PER,2022,34049.5885
1495,PER,2023,34352.7185
1496,PHL,2013,99700.1075
1497,PHL,2014,101325.2005
1498,PHL,2015,103031.365
1499,PHL,2016,104875.2665
1500,PHL,2017,106738.5015
1501,PHL,2018,108568.836
1502,PHL,2019,110380.8045
1503,PHL,2020,112190.9775
1504,PHL,2021,113880.328
1505,PHL,2022,115559.009
1506,PHL,2023,117337.368
1507,POL,2013,38607.3525
1508,POL,2014,38581.8725
1509,POL,2015,38553.146
1510,POL,2016,38532.1125
1511,POL,2017,38532.812
1512,POL,2018,38521.4565
1513,POL,2019,38493.601
1514,POL,2020,38428.3665
1515,POL,2021,38307.7255
1516,POL,2022,39857.1455
1517,POL,2023,41026.0675
1518,PRT,2013,10464.535
1519,PRT,2014,10408.372
1520,PRT,2015,10365.4355
1521,PRT,2016,10332.753
1522,PRT,2017,10307.53
1523,PRT,2018,10289.835
1524,PRT,2019,10289.923
1525,PRT,2020,10298.1915
1526,PRT,2021,10290.103
1527,PRT,2022,10270.865
1528,PRT,2023,10247.605
1529,QAT,2013,2035.5005
1530,QAT,2014,2214.4645
1531,QAT,2015,2414.5725
1532,QAT,2016,2595.166
1533,QAT,2017,2711.7545
1534,QAT,2018,2766.732
1535,QAT,2019,2807.235
1536,QAT,2020,2760.385
1537,QAT,2021,2688.235
1538,QAT,2022,2695.122
1539,QAT,2023,2716.391
1540,KOR,2013,50098.229
1541,KOR,2014,50558.0425
1542,KOR,2015,50994.401
1543,KOR,2016,51309.984
1544,KOR,2017,51511.6385
1545,KOR,2018,51676.9
1546,KOR,2019,51803.8295
1547,KOR,2020,51844.6905
1548,KOR,2021,51830.139
1549,KOR,2022,51815.8095
1550,KOR,2023,51784.059
1551,MDA,2013,3416.5305
1552,MDA,2014,3338.3365
1553,MDA,2015,3277.388
1554,MDA,2016,3225.123
1555,MDA,2017,3180.506
1556,MDA,2018,3141.837
1557,MDA,2019,3109.491
1558,MDA,2020,3084.847
1559,MDA,2021,3061.5065
1560,MDA,2022,3272.996
1561,MDA,2023,3435.931
1562,ROU,2013,20066.546
1563,ROU,2014,19995.8355
1564,ROU,2015,19906.079
1565,ROU,2016,19797.82
1566,ROU,2017,19698.853
1567,ROU,2018,19606.783
1568,ROU,2019,19524.211
1569,ROU,2020,19442.0385
1570,ROU,2021,19328.56
1571,ROU,2022,19659.2665
1572,ROU,2023,19892.812
1573,RUS,2013,143956.866
1574,RUS,2014,144285.07
1575,RUS,2015,144668.3895
1576,RUS,2016,145109.1565
1577,RUS,2017,145452.536
1578,RUS,2018,145652.2925
1579,RUS,2019,145742.2865
1580,RUS,2020,145617.3285
1581,RUS,2021,145102.755
1582,RUS,2022,144713.314
1583,RUS,2023,144444.359
1584,RWA,2013,11101.3495
1585,RWA,2014,11368.4515
1586,RWA,2015,11642.959
1587,RWA,2016,11930.8995
1588,RWA,2017,12230.339
1589,RWA,2018,12531.8075
1590,RWA,2019,12835.028
1591,RWA,2020,13146.3615
1592,RWA,2021,13461.8875
1593,RWA,2022,13776.6975
1594,RWA,2023,14094.683
1595,KNA,2013,47.7665
1596,KNA,2014,47.7895
1597,KNA,2015,47.79
1598,KNA,2016,47.7875
1599,KNA,2017,47.7855
1600,KNA,2018,47.761
1601,KNA,2019,47.7115
1602,KNA,2020,47.6425
1603,KNA,2021,47.6065
1604,KNA,2022,47.6575
1605,KNA,2023,47.755
1606,LCA,2013,173.9785
1607,LCA,2014,174.8035
1608,LCA,2015,175.623
1609,LCA,2016,176.4135
1610,LCA,2017,177.1635
1611,LCA,2018,177.888
1612,LCA,2019,178.5835
1613,LCA,2020,179.2365
1614,LCA,2021,179.6515
1615,LCA,2022,179.8575
1616,LCA,2023,180.251
1617,VCT,2013,107.45
1618,VCT,2014,106.912
1619,VCT,2015,106.482
1620,VCT,2016,105.9625
1621,VCT,2017,105.5485
1622,VCT,2018,105.2805
1623,VCT,2019,104.9235
1624,VCT,2020,104.6325
1625,VCT,2021,104.332
1626,VCT,2022,103.9475
1627,VCT,2023,103.6985
1628,WSM,2013,199.939
1629,WSM,2014,201.757
1630,WSM,2015,203.5705
1631,WSM,2016,205.544
1632,WSM,2017,207.6295
1633,WSM,2018,209.701
1634,WSM,2019,211.9055
1635,WSM,2020,214.9295
1636,WSM,2021,218.764
1637,WSM,2022,222.382
1638,WSM,2023,225.681
1639,SMR,2013,33.2845
1640,SMR,2014,33.3895
1641,SMR,2015,33.57
1642,SMR,2016,33.834
1643,SMR,2017,34.0565
1644,SMR,2018,34.156
1645,SMR,2019,34.1775
1646,SMR,2020,34.007
1647,SMR,2021,33.7455
1648,SMR,2022,33.6605
1649,SMR,2023,33.642
1650,STP,2013,193.757
1651,STP,2014,197.497
1652,STP,2015,201.1235
1653,STP,2016,204.6325
1654,STP,2017,208.0365
1655,STP,2018,211.344
1656,STP,2019,214.599
1657,STP,2020,218.641
1658,STP,2021,223.1075
1659,STP,2022,227.3795
1660,STP,2023,231.8555
1661,SAU,2013,31482.4975
1662,SAU,2014,32125.564
1663,SAU,2015,32749.848
1664,SAU,2016,33416.2695
1665,SAU,2017,34193.1215
1666,SAU,2018,35018.133
1667,SAU,2019,35827.362
1668,SAU,2020,35997.1065
1669,SAU,2021,35950.396
1670,SAU,2022,36408.82
1671,SAU,2023,36947.025
1672,SEN,2013,13595.5655
1673,SEN,2014,13970.3075
1674,SEN,2015,14356.1805
1675,SEN,2016,14751.3565
1676,SEN,2017,15157.793
1677,SEN,2018,15574.909
1678,SEN,2019,16000.7815
1679,SEN,2020,16436.12
1680,SEN,2021,16876.72
1681,SEN,2022,17316.449
1682,SEN,2023,17763.163
1683,SRB,2013,7566.6755
1684,SRB,2014,7543.96
1685,SRB,2015,7519.496
1686,SRB,2016,7493.288
1687,SRB,2017,7464.88
1688,SRB,2018,7433.818
1689,SRB,2019,7401.0555
1690,SRB,2020,7358.0045
1691,SRB,2021,7296.7685
1692,SRB,2022,7221.3655
1693,SRB,2023,7149.0765
1694,SYC,2013,96.714
1695,SYC,2014,98.001
1696,SYC,2015,99.24
1697,SYC,2016,100.5085
1698,SYC,2017,101.8105
1699,SYC,2018,103.101
1700,SYC,2019,104.3725
1701,SYC,2020,105.53
1702,SYC,2021,106.4705
1703,SYC,2022,107.1185
1704,SYC,2023,107.66
1705,SLE,2013,6964.8585
1706,SLE,2014,7140.688
1707,SLE,2015,7314.773
1708,SLE,2016,7493.913
1709,SLE,2017,7677.5655
1710,SLE,2018,7861.281
1711,SLE,2019,8046.8285
1712,SLE,2020,8233.9705
1713,SLE,2021,8420.641
1714,SLE,2022,8605.718
1715,SLE,2023,8791.092
1716,SGP,2013,5478.0545
1717,SGP,2014,5570.5015
1718,SGP,2015,5650.018
1719,SGP,2016,5711.933
1720,SGP,2017,5764.487
1721,SGP,2018,5814.5365
1722,SGP,2019,5866.405
1723,SGP,2020,5909.8695
1724,SGP,2021,5941.0605
1725,SGP,2022,5975.6885
1726,SGP,2023,6014.723
1727,SVK,2013,5414.739
1728,SVK,2014,5419.569
1729,SVK,2015,5424.4445
1730,SVK,2016,5431.2035
1731,SVK,2017,5439.4165
1732,SVK,2018,5446.7455
1733,SVK,2019,5453.924
1734,SVK,2020,5456.6805
1735,SVK,2021,5447.622
1736,SVK,2022,5643.453
1737,SVK,2023,5795.199
1738,SVN,2013,2072.3745
1739,SVN,2014,2074.917
1740,SVN,2015,2080.862
1741,SVN,2016,2090.02
1742,SVN,2017,2098.392
1743,SVN,2018,2105.924
1744,SVN,2019,2112.9015
1745,SVN,2020,2117.641
1746,SVN,2021,2119.4095
1747,SVN,2022,2119.844
1748,SVN,2023,2119.6745
1749,SLB,2013,582.365
1750,SLB,2014,597.3755
1751,SLB,2015,612.66
1752,SLB,2016,628.102
1753,SLB,2017,643.634
1754,SLB,2018,659.249
1755,SLB,2019,674.993
1756,SLB,2020,691.1905
1757,SLB,2021,707.851
1758,SLB,2022,724.2725
1759,SLB,2023,740.4245
1760,SOM,2013,12852.485
1761,SOM,2014,13309.235
1762,SOM,2015,13763.9065
1763,SOM,2016,14292.847
1764,SOM,2017,14864.221
1765,SOM,2018,15411.0935
1766,SOM,2019,15981.3005
1767,SOM,2020,16537.0155
1768,SOM,2021,17065.581
1769,SOM,2022,17597.511
1770,SOM,2023,18143.3785
1771,ZAF,2013,53873.616
1772,ZAF,2014,54729.551
1773,ZAF,2015,55876.504
1774,ZAF,2016,56422.2735
1775,ZAF,2017,56641.2095
1776,ZAF,2018,57339.635
1777,ZAF,2019,58087.055
1778,ZAF,2020,58801.9265
1779,ZAF,2021,59392.255
1780,ZAF,2022,59893.8855
1781,ZAF,2023,60414.4945
1782,SSD,2013,11106.031
1783,SSD,2014,11213.2845
1784,SSD,2015,11194.2995
1785,SSD,2016,11066.105
1786,SSD,2017,10658.2255
1787,SSD,2018,10395.3295
1788,SSD,2019,10447.666
1789,SSD,2020,10606.227
1790,SSD,2021,10748.2725
1791,SSD,2022,10913.1635
1792,SSD,2023,11088.796
1793,ESP,2013,46603.459
1794,ESP,2014,46464.551
1795,ESP,2015,46431.342
1796,ESP,2016,46473.315
1797,ESP,2017,46584.1695
1798,ESP,2018,46792.043
1799,ESP,2019,47131.372
1800,ESP,2020,47363.807
1801,ESP,2021,47486.935
1802,ESP,2022,47558.6295
1803,ESP,2023,47519.6275
1804,LKA,2013,21131.7565
1805,LKA,2014,21239.457
1806,LKA,2015,21336.6975
1807,LKA,2016,21425.494
1808,LKA,2017,21506.8125
1809,LKA,2018,21580.71
1810,LKA,2019,21649.664
1811,LKA,2020,21715.0795
1812,LKA,2021,21773.4405
1813,LKA,2022,21832.143
1814,LKA,2023,21893.579
1815,PSE,2013,4281.794
1816,PSE,2014,4380.4745
1817,PSE,2015,4484.6135
1818,PSE,2016,4593.848
1819,PSE,2017,4700.9465
1820,PSE,2018,4805.5465
1821,PSE,2019,4909.7745
1822,PSE,2020,5019.4015
1823,PSE,2021,5133.392
1824,PSE,2022,5250.072
1825,PSE,2023,5371.23
1826,SDN,2013,35990.7035
1827,SDN,2014,37003.2445
1828,SDN,2015,38171.178
1829,SDN,2016,39377.169
1830,SDN,2017,40679.828
1831,SDN,2018,41999.059
1832,SDN,2019,43232.093
1833,SDN,2020,44440.486
1834,SDN,2021,45657.2015
1835,SDN,2022,46874.204
1836,SDN,2023,48109.006
1837,SUR,2013,563.947
1838,SUR,2014,569.682
1839,SUR,2015,575.475
1840,SUR,2016,581.453
1841,SUR,2017,587.5595
1842,SUR,2018,593.7145
1843,SUR,2019,600.3005
1844,SUR,2020,607.065
1845,SUR,2021,612.9845
1846,SUR,2022,618.0405
1847,SUR,2023,623.2365
1848,SWE,2013,9648.932
1849,SWE,2014,9747.5085
1850,SWE,2015,9849.3485
1851,SWE,2016,9953.317
1852,SWE,2017,10058.19
1853,SWE,2018,10162.298
1854,SWE,2019,10267.9215
1855,SWE,2020,10368.9695
1856,SWE,2021,10467.097
1857,SWE,2022,10549.347
1858,SWE,2023,10612.086
1859,CHE,2013,8088.367
1860,CHE,2014,8187.791
1861,CHE,2015,8281.732
1862,CHE,2016,8372.898
1863,CHE,2017,8451.687
1864,CHE,2018,8514.434
1865,CHE,2019,8575.5885
1866,CHE,2020,8638.613
1867,CHE,2021,8691.4065
1868,CHE,2022,8740.472
1869,CHE,2023,8796.669
1870,SYR,2013,21495.8205
1871,SYR,2014,20072.232
1872,SYR,2015,19205.1775
1873,SYR,2016,18964.252
1874,SYR,2017,18983.373
1875,SYR,2018,19333.463
1876,SYR,2019,20098.2515
1877,SYR,2020,20772.5955
1878,SYR,2021,21324.367
1879,SYR,2022,22125.2485
1880,SYR,2023,23227.0135
1881,TJK,2013,8136.6105
1882,TJK,2014,8326.348
1883,TJK,2015,8524.0625
1884,TJK,2016,8725.3185
1885,TJK,2017,8925.525
1886,TJK,2018,9128.1325
1887,TJK,2019,9337.003
1888,TJK,2020,9543.207
1889,TJK,2021,9750.064
1890,TJK,2022,9952.787
1891,TJK,2023,10143.543
1892,THA,2013,69578.6025
1893,THA,2014,69960.943
1894,THA,2015,70294.397
1895,THA,2016,70607.037
1896,THA,2017,70898.2025
1897,THA,2018,71127.802
1898,THA,2019,71307.763
1899,THA,2020,71475.6645
1900,THA,2021,71601.103
1901,THA,2022,71697.0295
1902,THA,2023,71801.279
1903,TLS,2013,1161.555
1904,TLS,2014,1184.83
1905,TLS,2015,1205.813
1906,TLS,2016,1224.562
1907,TLS,2017,1243.235
1908,TLS,2018,1261.8455
1909,TLS,2019,1280.4375
1910,TLS,2020,1299.995
1911,TLS,2021,1320.942
1912,TLS,2022,1341.296
1913,TLS,2023,1360.596
1914,TGO,2013,7106.229
1915,TGO,2014,7288.383
1916,TGO,2015,7473.2285
1917,TGO,2016,7661.3535
1918,TGO,2017,7852.795
1919,TGO,2018,8046.679
1920,TGO,2019,8243.0945
1921,TGO,2020,8442.58
1922,TGO,2021,8644.829
1923,TGO,2022,8848.6985
1924,TGO,2023,9053.799
1925,TON,2013,107.089
1926,TON,2014,106.6255
1927,TON,2015,106.122
1928,TON,2016,105.7075
1929,TON,2017,105.415
1930,TON,2018,105.1505
1931,TON,2019,104.9505
1932,TON,2020,105.254
1933,TON,2021,106.017
1934,TON,2022,106.8575
1935,TON,2023,107.773
1936,TTO,2013,1440.7295
1937,TTO,2014,1450.661
1938,TTO,2015,1460.1765
1939,TTO,2016,1469.3295
1940,TTO,2017,1478.607
1941,TTO,2018,1504.709
1942,TTO,2019,1519.955
1943,TTO,2020,1518.147
1944,TTO,2021,1525.663
1945,TTO,2022,1531.0445
1946,TTO,2023,1534.937
1947,TUN,2013,11300.2845
1948,TUN,2014,11428.948
1949,TUN,2015,11557.7785
1950,TUN,2016,11685.6675
1951,TUN,2017,11811.443
1952,TUN,2018,11933.0415
1953,TUN,2019,12049.3135
1954,TUN,2020,12161.723
1955,TUN,2021,12262.946
1956,TUN,2022,12356.117
1957,TUN,2023,12458.223
1958,TUR,2013,76576.1175
1959,TUR,2014,78112.0735
1960,TUR,2015,79646.1785
1961,TUR,2016,81019.3945
1962,TUR,2017,82089.8265
1963,TUR,2018,82809.3045
1964,TUR,2019,83481.684
1965,TUR,2020,84135.4275
1966,TUR,2021,84775.4035
1967,TUR,2022,85341.241
1968,TUR,2023,85816.199
1969,TKM,2013,5560.0945
1970,TKM,2014,5663.152
1971,TKM,2015,5766.4315
1972,TKM,2016,5868.5615
1973,TKM,2017,5968.383
1974,TKM,2018,6065.066
1975,TKM,2019,6158.42
1976,TKM,2020,6250.438
1977,TKM,2021,6341.855
1978,TKM,2022,6430.7705
1979,TKM,2023,6516.1
1980,TUV,2013,10.918
1981,TUV,2014,10.899
1982,TUV,2015,10.877
1983,TUV,2016,10.852
1984,TUV,2017,10.8275
1985,TUV,2018,10.865
1986,TUV,2019,10.956
1987,TUV,2020,11.069
1988,TUV,2021,11.2035
1989,TUV,2022,11.3115
1990,TUV,2023,11.396
1991,UGA,2013,35273.57
1992,UGA,2014,36336.5395
1993,UGA,2015,37477.356
1994,UGA,2016,38748.299
1995,UGA,2017,40127.085
1996,UGA,2018,41515.395
1997,UGA,2019,42949.08
1998,UGA,2020,44404.611
1999,UGA,2021,45853.778
2000,UGA,2022,47249.585
2001,UGA,2023,48582.334
2002,UKR,2013,45307.0995
2003,UKR,2014,45148.0745
2004,UKR,2015,44982.564
2005,UKR,2016,44833.569
2006,UKR,2017,44657.2565
2007,UKR,2018,44446.9535
2008,UKR,2019,44211.0945
2009,UKR,2020,43909.6665
2010,UKR,2021,43531.422
2011,UKR,2022,39701.739
2012,UKR,2023,36744.6335
2013,ARE,2013,8751.8475
2014,ARE,2014,8835.9515
2015,ARE,2015,8916.899
2016,ARE,2016,8994.263
2017,ARE,2017,9068.2955
2018,ARE,2018,9140.1695
2019,ARE,2019,9211.657
2020,ARE,2020,9287.289
2021,ARE,2021,9365.1445
2022,ARE,2022,9441.1285
2023,ARE,2023,9516.871
2024,GBR,2013,64302.297
2025,GBR,2014,64773.504
2026,GBR,2015,65224.364
2027,GBR,2016,65655.203
2028,GBR,2017,66064.8045
2029,GBR,2018,66432.9935
2030,GBR,2019,66778.659
2031,GBR,2020,67059.474
2032,GBR,2021,67281.0395
2033,GBR,2022,67508.9355
2034,GBR,2023,67736.802
2035,TZA,2013,49253.6435
2036,TZA,2014,50814.5515
2037,TZA,2015,52542.8235
2038,TZA,2016,54401.8015
2039,TZA,2017,56267.032
2040,TZA,2018,58090.443
2041,TZA,2019,59872.579
2042,TZA,2020,61704.518
2043,TZA,2021,63588.334
2044,TZA,2022,65497.748
2045,TZA,2023,67438.106
2046,USA,2013,319375.166
2047,USA,2014,322033.9635
2048,USA,2015,324607.7765
2049,USA,2016,327210.198
2050,USA,2017,329791.2305
2051,USA,2018,332140.0375
2052,USA,2019,334319.6705
2053,USA,2020,335942.0035
2054,USA,2021,336997.624
2055,USA,2022,338289.857
2056,USA,2023,339996.5635
2057,URY,2013,3381.1805
2058,URY,2014,3391.6615
2059,URY,2015,3402.8175
2060,URY,2016,3413.766
2061,URY,2017,3422.2005
2062,URY,2018,3427.042
2063,URY,2019,3428.4085
2064,URY,2020,3429.0865
2065,URY,2021,3426.2595
2066,URY,2022,3422.7935
2067,URY,2023,3423.1085
2068,UZB,2013,29963.226
2069,UZB,2014,30446.5425
2070,UZB,2015,30949.4175
2071,UZB,2016,31453.5745
2072,UZB,2017,31945.682
2073,UZB,2018,32449.576
2074,UZB,2019,32976.948
2075,UZB,2020,33526.6565
2076,UZB,2021,34081.449
2077,UZB,2022,34627.6525
2078,UZB,2023,35163.9435
2079,VUT,2013,263.5335
2080,VUT,2014,269.927
2081,VUT,2015,276.4385
2082,VUT,2016,283.218
2083,VUT,2017,290.239
2084,VUT,2018,297.298
2085,VUT,2019,304.4045
2086,VUT,2020,311.685
2087,VUT,2021,319.1365
2088,VUT,2022,326.7405
2089,VUT,2023,334.506
2090,VEN,2013,29838.0215
2091,VEN,2014,30193.2585
2092,VEN,2015,30529.716
2093,VEN,2016,30741.4635
2094,VEN,2017,30563.4335
2095,VEN,2018,29825.6525
2096,VEN,2019,28971.6835
2097,VEN,2020,28490.4535
2098,VEN,2021,28199.8665
2099,VEN,2022,28301.6955
2100,VEN,2023,28838.499
2101,VNM,2013,90267.7385
2102,VNM,2014,91235.5035
2103,VNM,2015,92191.3975
2104,VNM,2016,93126.5285
2105,VNM,2017,94033.048
2106,VNM,2018,94914.3305
2107,VNM,2019,95776.7165
2108,VNM,2020,96648.6845
2109,VNM,2021,97468.0285
2110,VNM,2022,98186.856
2111,VNM,2023,98858.95
2112,YEM,2013,26984.002
2113,YEM,2014,27753.304
2114,YEM,2015,28516.545
2115,YEM,2016,29274.0025
2116,YEM,2017,30034.3885
2117,YEM,2018,30790.5125
2118,YEM,2019,31546.691
2119,YEM,2020,32284.0455
2120,YEM,2021,32981.6415
2121,YEM,2022,33696.614
2122,YEM,2023,34449.825
2123,ZMB,2013,15234.976
2124,ZMB,2014,15737.793
2125,ZMB,2015,16248.23
2126,ZMB,2016,16767.7605
2127,ZMB,2017,17298.0535
2128,ZMB,2018,17835.893
2129,ZMB,2019,18380.4765
2130,ZMB,2020,18927.715
2131,ZMB,2021,19473.125
2132,ZMB,2022,20017.675
2133,ZMB,2023,20569.7375
2134,ZWE,2013,13555.4215
2135,ZWE,2014,13855.753
2136,ZWE,2015,14154.937
2137,ZWE,2016,14452.7045
2138,ZWE,2017,14751.101
2139,ZWE,2018,15052.184
2140,ZWE,2019,15354.6075
2141,ZWE,2020,15669.666
2142,ZWE,2021,15993.524
2143,ZWE,2022,16320.537
2144,ZWE,2023,16665.4085
