2023-05-25 11:53:41,230 INFO build_combined_normalized_csv(30) 199 sources selected to process
2023-05-25 11:53:44,975 INFO build_combined_normalized_csv(47) Source S-1 extract with 195 rows::: ILO_Extractor
2023-05-25 11:53:48,788 INFO build_combined_normalized_csv(47) Source S-2 extract with 195 rows::: ILO_Extractor
2023-05-25 11:53:49,023 INFO build_combined_normalized_csv(47) Source S-3 extract with 195 rows::: UnTreaties
2023-05-25 11:53:49,194 INFO build_combined_normalized_csv(47) Source S-4 extract with 195 rows::: UnTreaties
2023-05-25 11:53:53,375 INFO build_combined_normalized_csv(47) Source S-5 extract with 195 rows::: ILO_Extractor
2023-05-25 11:53:58,201 INFO build_combined_normalized_csv(47) Source S-6 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:00,868 INFO build_combined_normalized_csv(47) Source S-7 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:01,350 INFO build_combined_normalized_csv(47) Source S-15 extract with 954 rows::: DefaultJsonExtractor
2023-05-25 11:54:01,697 INFO build_combined_normalized_csv(47) Source S-16 extract with 954 rows::: DefaultJsonExtractor
2023-05-25 11:54:01,836 INFO build_combined_normalized_csv(47) Source S-17 extract with 381 rows::: DefaultJsonExtractor
2023-05-25 11:54:05,066 INFO build_combined_normalized_csv(47) Source S-18 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:07,385 INFO build_combined_normalized_csv(47) Source S-19 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:10,139 INFO build_combined_normalized_csv(47) Source S-20 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:12,760 INFO build_combined_normalized_csv(47) Source S-21 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:16,661 INFO build_combined_normalized_csv(47) Source S-22 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:19,766 INFO build_combined_normalized_csv(47) Source S-23 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:19,926 INFO build_combined_normalized_csv(47) Source S-24 extract with 195 rows::: UnTreaties
2023-05-25 11:54:23,947 INFO build_combined_normalized_csv(47) Source S-25 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:27,627 INFO build_combined_normalized_csv(47) Source S-26 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:31,247 INFO build_combined_normalized_csv(47) Source S-27 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:34,644 INFO build_combined_normalized_csv(47) Source S-28 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:34,982 INFO build_combined_normalized_csv(47) Source S-43 extract with 541 rows::: DefaultCSVExtractor
2023-05-25 11:54:35,231 INFO build_combined_normalized_csv(47) Source S-221 extract with 195 rows::: HumanEnteredBlueprintIndicatorBuilder
2023-05-25 11:54:35,424 INFO build_combined_normalized_csv(47) Source S-46 extract with 379 rows::: DefaultCSVExtractor
2023-05-25 11:54:35,623 INFO build_combined_normalized_csv(47) Source S-47 extract with 409 rows::: DefaultCSVExtractor
2023-05-25 11:54:38,315 INFO build_combined_normalized_csv(47) Source S-48 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:41,061 INFO build_combined_normalized_csv(47) Source S-49 extract with 195 rows::: ILO_Extractor
2023-05-25 11:54:41,422 INFO build_combined_normalized_csv(47) Source S-50 extract with 195 rows::: UnTreaties
2023-05-25 11:54:41,612 INFO build_combined_normalized_csv(47) Source S-52 extract with 195 rows::: DefaultJsonExtractor
2023-05-25 11:54:41,964 INFO build_combined_normalized_csv(47) Source S-53 extract with 970 rows::: DefaultJsonExtractor
2023-05-25 11:54:42,061 INFO build_combined_normalized_csv(47) Source S-62 extract with 195 rows::: DefaultJsonExtractor
2023-05-25 11:54:42,183 INFO build_combined_normalized_csv(47) Source S-63 extract with 312 rows::: DefaultJsonExtractor
2023-05-25 11:54:42,304 INFO build_combined_normalized_csv(47) Source S-65 extract with 312 rows::: DefaultJsonExtractor
2023-05-25 11:54:42,487 INFO build_combined_normalized_csv(47) Source S-66 extract with 265 rows::: DefaultJsonExtractor
2023-05-25 11:54:42,606 INFO build_combined_normalized_csv(47) Source S-67 extract with 265 rows::: DefaultJsonExtractor
