;COUNTRY_ISO_3;_merge;TIME_PERIOD;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
83;ITA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
84;JAM;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
85;JPN;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
86;JOR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
87;KAZ;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
88;KEN;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
89;KIR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
90;PRK;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
91;KOR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
92;XKX;right_only;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
93;KWT;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
94;KGZ;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
95;LAO;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
96;LVA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
97;LBN;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
98;LSO;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
99;LBR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
100;LBY;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
101;LIE;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
102;LTU;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
103;LUX;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
104;MKD;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
105;MDG;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
106;MWI;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
107;MYS;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
108;MDV;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
109;MLI;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
110;MLT;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
111;MHL;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
112;MRT;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
113;MUS;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
114;MEX;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
115;FSM;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
116;MDA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
117;MCO;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
118;MNG;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
119;MNE;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
120;MAR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
121;MOZ;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
122;MMR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
123;NAM;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
124;NRU;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
125;NPL;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
126;NLD;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
127;NZL;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
128;NIC;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
129;NER;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
130;NGA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
131;NOR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
132;OMN;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
133;PAK;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
134;PLW;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
135;PSE;right_only;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
136;PAN;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
137;PNG;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
138;PRY;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
139;PER;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
140;PHL;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
141;POL;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
142;PRT;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
143;QAT;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
144;ROU;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
145;RUS;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
146;RWA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
147;KNA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
148;LCA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
149;VCT;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
150;WSM;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
151;SMR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
152;STP;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
153;SAU;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
154;SEN;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
155;SRB;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
156;SYC;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
157;SLE;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
158;SGP;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
159;SVK;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
160;SVN;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
161;SLB;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
162;SOM;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
163;ZAF;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
164;SSD;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
165;ESP;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
166;LKA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
167;SDN;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
168;SUR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
169;SWE;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
170;CHE;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
171;SYR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
172;TJK;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
173;TZA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
174;THA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
