;COUNTRY_ISO_3;_merge;TIME_PERIOD;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
175;TLS;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
176;TGO;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
177;TON;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
178;TTO;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
179;TUN;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
180;TUR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
181;TKM;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
182;TUV;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
183;UGA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
184;UKR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
185;ARE;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
186;GBR;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
187;USA;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
188;URY;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
189;UZB;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
190;VUT;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
191;VEN;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
192;VNM;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
193;YEM;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
194;ZMB;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
195;ZWE;both;2023;Equal pay;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_EQUPAY;https://www.worldpolicycenter.org/policies/is-equal-pay-guaranteed-for-men-and-women;World Policy Analysis Centre;Is equal pay guaranteed for men and women?;;;;Is equal pay guaranteed for men and women? ;nan;2023
