;DIM_SDG_INDICATOR;ATTR_SDG_INDICATOR_DESCRIPTION;COUNTRY_NAME;TIME_PERIOD;RAW_OBS_VALUE;ATTR_SOURCE_OF_SOURCE;ATTR_FOOTNOTE_OF_SOURCE;DIM_REP_TYPE;COUNTRY_ISO_2;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
32;_T;;;2023.0;;;;_T;;CAF;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
33;_T;;;2023.0;;;;_T;;TCD;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
34;_T;;;2023.0;;;;_T;;CHL;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
35;_T;;;2023.0;;;;_T;;CHN;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
36;_T;;;2023.0;;;;_T;;COL;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
37;_T;;;2023.0;;;;_T;;COM;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
38;_T;;;2023.0;;;;_T;;COG;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
39;_T;;;2023.0;;;;_T;;COD;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
40;_T;;;2023.0;;;;_T;;CRI;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
41;_T;;;2023.0;;;;_T;;CIV;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
42;12.5.1;Electronic waste recycling, per capita (Kg);Croatia;2018.0;9.26;Eurostat;[''];Global;HR;HRV;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
43;_T;;;2023.0;;;;_T;;CUB;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
44;12.5.1;Electronic waste recycling, per capita (Kg);Cyprus;2018.0;3.81;Eurostat;[''];Global;CY;CYP;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
45;12.5.1;Electronic waste recycling, per capita (Kg);Czechia;2018.0;8.29;Eurostat;[''];Global;CZ;CZE;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
46;12.5.1;Electronic waste recycling, per capita (Kg);Denmark;2018.0;6.47;Eurostat;[''];Global;DK;DNK;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
47;_T;;;2023.0;;;;_T;;DJI;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
48;_T;;;2023.0;;;;_T;;DMA;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
49;_T;;;2023.0;;;;_T;;DOM;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
50;_T;;;2023.0;;;;_T;;ECU;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
51;_T;;;2023.0;;;;_T;;EGY;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
52;_T;;;2023.0;;;;_T;;SLV;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
53;_T;;;2023.0;;;;_T;;GNQ;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
54;_T;;;2023.0;;;;_T;;ERI;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
55;12.5.1;Electronic waste recycling, per capita (Kg);Estonia;2018.0;7.57;Eurostat;[''];Global;EE;EST;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
56;_T;;;2023.0;;;;_T;;SWZ;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
57;_T;;;2023.0;;;;_T;;ETH;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
58;_T;;;2023.0;;;;_T;;FJI;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
59;12.5.1;Electronic waste recycling, per capita (Kg);Finland;2018.0;12.09;Eurostat;[''];Global;FI;FIN;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
60;12.5.1;Electronic waste recycling, per capita (Kg);France;2018.0;12.16;Eurostat;[''];Global;FR;FRA;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
61;_T;;;2023.0;;;;_T;;GAB;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
62;_T;;;2023.0;;;;_T;;GMB;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
63;_T;;;2023.0;;;;_T;;GEO;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
64;12.5.1;Electronic waste recycling, per capita (Kg);Germany;2018.0;10.29;Eurostat;[''];Global;DE;DEU;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
65;_T;;;2023.0;;;;_T;;GHA;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
66;12.5.1;Electronic waste recycling, per capita (Kg);Greece;2018.0;5.44;Eurostat;[''];Global;GR;GRC;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
67;_T;;;2023.0;;;;_T;;GRD;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
68;_T;;;2023.0;;;;_T;;GTM;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
69;_T;;;2023.0;;;;_T;;GIN;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
70;_T;;;2023.0;;;;_T;;GNB;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
71;_T;;;2023.0;;;;_T;;GUY;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
72;_T;;;2023.0;;;;_T;;HTI;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
73;_T;;;2023.0;;;;_T;;HND;right_only;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
74;12.5.1;Electronic waste recycling, per capita (Kg);Hungary;2018.0;7.0;Eurostat;[''];Global;HU;HUN;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
75;12.5.1;Electronic waste recycling, per capita (Kg);Iceland;2018.0;14.13;Eurostat;[''];Global;IS;ISL;both;Electronic waste recycling;Marketplace;Product Safety;Outcome;MP_PS_OC_ELWARE;https://unstats.un.org/sdgs/indicators/database/;UN SDG;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;KG_PER_CAPITA;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;2023
