;COUNTRY_ISO_3;_merge;TIME_PERIOD;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
71;GUY;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
72;HTI;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
73;HND;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
74;HUN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
75;ISL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
76;IND;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
77;IDN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
78;IRN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
79;IRQ;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
80;IRL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
81;ISR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
82;ITA;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
83;JAM;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
84;JPN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
85;JOR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
86;KAZ;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
87;KEN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
88;KIR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
89;PRK;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
90;KOR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
91;XKX;right_only;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
92;KWT;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
93;KGZ;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
94;LAO;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
95;LVA;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
96;LBN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
97;LSO;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
98;LBR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
99;LBY;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
100;LIE;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
101;LTU;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
102;LUX;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
103;MKD;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
104;MDG;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
105;MWI;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
106;MYS;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
107;MDV;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
108;MLI;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
109;MLT;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
110;MHL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
111;MRT;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
112;MUS;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
113;MEX;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
114;FSM;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
115;MDA;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
116;MCO;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
117;MNG;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
118;MNE;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
119;MAR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
120;MOZ;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
121;MMR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
122;NAM;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
123;NRU;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
124;NPL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
125;NLD;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
126;NZL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
127;NIC;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
128;NER;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
129;NGA;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
130;NOR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
131;OMN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
132;PAK;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
133;PLW;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
134;PSE;right_only;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
135;PAN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
136;PNG;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
137;PRY;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
138;PER;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
139;PHL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
140;POL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
141;PRT;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
142;QAT;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
143;ROU;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
