;COUNTRY_ISO_3;_merge;TIME_PERIOD;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
10;AZE;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
11;BHS;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
12;BHR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
13;BGD;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
14;BRB;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
15;BLR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
16;BEL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
17;BLZ;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
18;BEN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
19;BTN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
20;BOL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
21;BIH;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
22;BWA;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
23;BRA;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
24;BRN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
25;BGR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
26;BFA;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
27;BDI;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
28;CPV;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
29;KHM;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
30;CMR;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
31;CAN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
32;CAF;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
33;TCD;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
34;CHL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
35;CHN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
36;COL;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
37;COM;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
38;COG;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
39;COD;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
40;CRI;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
41;CIV;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
42;HRV;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
43;CUB;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
44;CYP;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
45;CZE;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
46;DNK;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
47;DJI;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
48;DMA;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
49;DOM;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
50;ECU;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
51;EGY;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
52;SLV;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
53;GNQ;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
54;ERI;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
55;EST;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
56;SWZ;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
57;ETH;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
58;FJI;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
59;FIN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
60;FRA;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
61;GAB;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
62;GMB;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
63;GEO;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
64;DEU;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
65;GHA;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
66;GRC;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
67;GRD;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
68;GTM;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
69;GIN;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
70;GNB;both;2023;Gender discrimination;Workplace;Decent working conditions;Legal framework national;WP_DW_LF_GENDIS;https://www.worldpolicycenter.org/policies/are-women-protected-from-discrimination-at-work/are-women-protected-from-discrimination-in-promotions-and-or-demotions;World Policy Analysis Centre;Are women protected from discrimination in promotions and/or demotions?;;;;Are women protected from discrimination at work? (In promotion and/or demotions) ;nan;2023
